# A nu0 w tau a0 a1 a2 a3 a4 logL logPrior
5.780318661411859571e-01 7.841349257898387748e+01 1.880282765971746528e+01 5.946576337154800385e+00 -9.837402812653350338e+03 -5.543923528557283134e+03 -1.791942825076430836e+03 1.477507616859432176e+02 1.144042465536063173e+04 8.940612847020352660e+01 -4.534120504098585513e+01
5.480118065103410929e-01 7.836054425498248577e+01 1.871186160159561496e+01 6.541281000733932594e+00 -1.011923083661140845e+04 -5.678195037327578575e+03 -1.832019823772064683e+03 1.504570085487783331e+02 1.171952418228295210e+04 8.944648937447196602e+01 -4.534120504098585513e+01
5.844944754970746725e-01 7.836819527465111435e+01 1.888786263606419524e+01 6.465198684162883680e+00 -9.863932989470114990e+03 -5.555384826015550061e+03 -1.796852771784082961e+03 1.484667890049476284e+02 1.146624846773611353e+04 8.960069919205830047e+01 -4.534120504098585513e+01
5.479063165706281602e-01 7.828181359004977935e+01 1.864985902949727503e+01 7.399032249048403287e+00 -1.005559111950640545e+04 -5.647840364478341144e+03 -1.823067186732921982e+03 1.498716478986340235e+02 1.165646783545500148e+04 8.969710113296076770e+01 -4.534120504098585513e+01
5.525489077948060324e-01 7.829639674576814912e+01 1.876114405670645624e+01 6.422543912761077500e+00 -1.008683038680874961e+04 -5.662415013055099735e+03 -1.827710113396013185e+03 1.502827703088510418e+02 1.168729886401866315e+04 8.977439314746075638e+01 -4.534120504098585513e+01
5.619155199605657680e-01 7.828562516333387578e+01 1.873686911311123637e+01 6.241508621309977300e+00 -1.006423016906488738e+04 -5.650799236131941143e+03 -1.825376504157744876e+03 1.503991882582875519e+02 1.166459470899158259e+04 8.991137014485187251e+01 -4.534120504098585513e+01
5.625707359995359980e-01 7.836459205244212001e+01 1.879239084939340287e+01 6.484384134992001947e+00 -9.930267434800634874e+03 -5.587744874693551537e+03 -1.805641180798502546e+03 1.488202738152593838e+02 1.153221210363719729e+04 8.992051215969331679e+01 -4.534120504098585513e+01
5.702196599607035621e-01 7.836528328543796817e+01 1.880992109460063233e+01 6.377824112705863691e+00 -9.801538635569539110e+03 -5.527361469419875903e+03 -1.786461699397271786e+03 1.472134853560910415e+02 1.140509454129634832e+04 9.007739593274281731e+01 -4.534120504098585513e+01
5.393832075087335864e-01 7.828634476856750268e+01 1.880854142060103840e+01 7.754508840138475634e+00 -1.028520847330123615e+04 -5.756151040874652608e+03 -1.856679673036235954e+03 1.524911610893394140e+02 1.188346280783041584e+04 9.010824810907323013e+01 -4.534120504098585513e+01
5.483849839762910960e-01 7.834167439200450644e+01 1.872667157131874305e+01 7.308436716151316404e+00 -1.005213966292504665e+04 -5.645805222889251127e+03 -1.822953401961887266e+03 1.499907180834260032e+02 1.165290132825207365e+04 9.014718226125236811e+01 -4.534120504098585513e+01
