# A nu0 w tau a0 a1 a2 a3 a4 logL logPrior
3.447538860655672721e+00 6.415347058534574387e+01 2.986712860319839180e+01 3.024317301727091944e+01 -9.931251419793625246e+03 -5.741078726030968028e+03 -1.792083924230639923e+03 1.735163657097972987e+02 1.162144818648708315e+04 -2.311563172671070862e+10 -4.534120504098585513e+01
1.671166913918727204e+01 6.690376277751205691e+01 1.447389784492122367e+01 8.713480054219355964e+01 -9.905563285224421634e+03 -5.745367063126911489e+03 -1.901125285027487735e+03 1.585025875858324014e+02 1.162524284691823414e+04 -2.212010433062417603e+10 -4.534120504098585513e+01
7.012177243198164156e+00 8.053457055830017453e+01 1.336396379731313466e+01 5.777496616047230305e+01 -1.059525067475672586e+04 -5.673660191772914004e+03 -1.826509985212965603e+03 1.561281375665972462e+02 1.208006564314966272e+04 -2.085640222656710815e+10 -4.534120504098585513e+01
1.055708023760798930e+01 6.207508284424018541e+01 3.528068677016114663e+01 1.443010211671884768e+01 -9.399653722108057991e+03 -5.402157661448698491e+03 -1.928851604584302777e+03 1.258389395108511621e+02 1.119266037369650985e+04 -2.015033540362079620e+10 -4.534120504098585513e+01
1.595820509248773966e+01 7.016068307775370272e+01 1.839989264205735253e+01 4.818694724417925102e+01 -9.610756473900306446e+03 -5.468732308270098656e+03 -1.895326498282153352e+03 1.366688147238181159e+02 1.138745116724376749e+04 -1.974204758889631653e+10 -4.534120504098585513e+01
1.070318186474925604e+01 8.871300940729310014e+01 2.116854340367258303e+01 8.657494407283465421e+01 -9.990589862362625354e+03 -5.754125320809286677e+03 -1.719084687630389453e+03 1.308642196614773923e+02 1.144777114063127192e+04 -1.887729884883752823e+10 -4.534120504098585513e+01
1.965795703109458969e+01 6.364367926159878408e+01 2.183496857396352553e+01 9.983273562176140103e+01 -1.028921324391871531e+04 -5.573561735459594274e+03 -1.843653314732313220e+03 1.532557902691597178e+02 1.207037445599294369e+04 -1.881987089637337494e+10 -4.534120504098585513e+01
5.233050412895402737e+00 7.243170701901493658e+01 6.544826652886951202e+00 4.194464038210216472e+01 -9.927788706648621883e+03 -5.694051940422480584e+03 -1.868058094286795267e+03 1.767045570413899895e+02 1.161076419763768718e+04 -1.876582616477016068e+10 -4.534120504098585513e+01
1.793770888237567140e+00 6.412120614265172946e+01 1.369415846756733401e+01 9.847624610414241886e+01 -9.575701344753573721e+03 -5.751373984967061915e+03 -1.744590596739356442e+03 1.786369428104604822e+02 1.117965783463180196e+04 -1.793987303462449265e+10 -4.534120504098585513e+01
1.827612340574733096e+01 8.606494954800581354e+01 2.502186758256562982e+01 6.172270848272454202e+01 -9.770644067011890002e+03 -5.850467525079463485e+03 -1.836642624731858632e+03 1.516578450564342404e+02 1.119268236361253366e+04 -1.735440060729500580e+10 -4.534120504098585513e+01
