    0.519822955131530762E+01    0.674163115024566650E+02    0.109343485832214355E+02    0.931751728057861328E+01   -0.901538550853729248E+04   -0.567926936745643616E+04   -0.193865005373954773E+04    0.132725191116333008E+03    0.121959226846694946E+05   -0.102389064779336926E+13   -0.391195633965034517E+01    1
    0.116066527366638184E+02    0.818202066421508789E+02    0.388181480765342712E+02    0.212926566600799561E+02   -0.109026410579681396E+05   -0.549874776005744934E+04   -0.171253910362720490E+04    0.153132321238517761E+03    0.110955482244491577E+05   -0.863864397687025024E+12   -0.393195633965034208E+01    1
    0.136149132251739502E+02    0.660850685834884644E+02    0.191342202425003052E+02    0.730853974819183350E+02   -0.911519575119018555E+04   -0.588781579732894897E+04   -0.170834344327449799E+04    0.140610435009002686E+03    0.120497863531112671E+05   -0.813712516663078613E+12   -0.395195633965034165E+01    1
    0.152888584136962891E+02    0.725824999809265137E+02    0.102873130440711975E+02    0.597817718982696533E+02   -0.107342001199722290E+05   -0.564676939845085144E+04   -0.191751095354557037E+04    0.137529210448265076E+03    0.111889109134674072E+05   -0.582467318409731934E+12   -0.397195633965034300E+01    1
    0.172558879852294922E+02    0.754045397043228149E+02    0.123403389453887939E+02    0.814275443553924561E+02   -0.107888196706771851E+05   -0.568266876935958862E+04   -0.175794447660446167E+04    0.162693204283714294E+03    0.112445593118667603E+05   -0.528164250192623108E+12   -0.399195633965034391E+01    1
    0.448606014251708984E+01    0.609368526935577393E+02    0.363574492931365967E+01    0.147249817848205566E+02   -0.109481761455535889E+05   -0.567348566055297852E+04   -0.190745024085044861E+04    0.138570435047149658E+03    0.114846445560455322E+05   -0.519115678309530884E+12   -0.401195633965034215E+01    1
    0.245227575302124023E+01    0.664160728454589844E+02    0.925955528020858765E+01    0.118530750274658203E+02   -0.107790601253509521E+05   -0.581209527850151062E+04   -0.175407211184501648E+04    0.156060546636581421E+03    0.112967997312545776E+05   -0.457139593778120667E+12   -0.403195633965034173E+01    1
    0.273034572601318359E+00    0.835624694824218750E+02    0.311581906080245972E+02    0.642470240592956543E+02   -0.106791034936904907E+05   -0.557211505770683289E+04   -0.194806703627109528E+04    0.143218463659286499E+03    0.112779900789260864E+05   -0.457132747045143555E+12   -0.405195633965034396E+01    1
    0.547334194183349609E+01    0.645641005039215088E+02    0.240973148941993713E+02    0.869769871234893799E+02   -0.952081120014190674E+04   -0.560290964841842651E+04   -0.194137030541896820E+04    0.136366742253303528E+03    0.121922314643859863E+05   -0.437109170496553345E+12   -0.407195633965034443E+01    1
    0.126048326492309570E+01    0.664871352910995483E+02    0.269434018731117249E+02    0.929297208786010742E+02   -0.106290805339813232E+05   -0.587333329916000366E+04   -0.183191403448581696E+04    0.182621293067932129E+03    0.111350658178329468E+05   -0.412152788792495361E+12   -0.409195633965034400E+01    1
    0.169974911212921143E+02    0.734137469530105591E+02    0.220655356645584106E+02    0.574635684490203857E+02   -0.961810636520385742E+04   -0.552913274765014648E+04   -0.186398535668849945E+04    0.180738410353660583E+03    0.121690751314163208E+05   -0.385153654677217407E+12   -0.411195633965034357E+01    1
    0.847815275192260742E+01    0.631250184774398804E+02    0.384868301749229431E+02    0.817048668861389160E+02   -0.951547098159790039E+04   -0.587259059548377991E+04   -0.188101254105567932E+04    0.174401645660400391E+03    0.119850610017776489E+05   -0.381835245075254211E+12   -0.413195633965034226E+01    1
    0.141396296024322510E+02    0.613831955194473267E+02    0.294262428283691406E+02    0.706835150718688965E+02   -0.106040405035018921E+05   -0.559333902001380920E+04   -0.180614399611949921E+04    0.163631117939949036E+03    0.112538087844848633E+05   -0.375615985658603821E+12   -0.415195633965034450E+01    1
    0.115983462333679199E+02    0.828755950927734375E+02    0.233727359771728516E+02    0.864489018917083740E+02   -0.961568963527679443E+04   -0.568588080406188965E+04   -0.188375185132026672E+04    0.171342221498489380E+03    0.121326029539108276E+05   -0.374376070233064575E+12   -0.417195633965034762E+01    1
    0.623996615409851074E+01    0.858020120859146118E+02    0.393532875776290894E+02    0.771552383899688721E+02   -0.109092060327529907E+05   -0.566166266202926636E+04   -0.184734831452369690E+04    0.122399721145629883E+03    0.116482510089874268E+05   -0.374105516344628601E+12   -0.419195633965034720E+01    1
    0.869553208351135254E+01    0.752878654003143311E+02    0.145979954004287720E+02    0.208895683288574219E+02   -0.902491462230682373E+04   -0.559907119870185852E+04   -0.188187721073627472E+04    0.136634488701820374E+03    0.115503331422805786E+05   -0.367463125732301270E+12   -0.421195633965034677E+01    1
    0.623942613601684570E+00    0.733059114217758179E+02    0.208633204102516174E+02    0.766020715236663818E+02   -0.953621995449066162E+04   -0.588920118808746338E+04   -0.193109629750251770E+04    0.149139310121536255E+03    0.120177081346511841E+05   -0.359040384783723816E+12   -0.423195633965034279E+01    1
    0.193386495113372803E+02    0.601585936546325684E+02    0.336405062079429626E+02    0.538268804550170898E+02   -0.107973909378051758E+05   -0.585117783546447754E+04   -0.180524903237819672E+04    0.162757683396339417E+03    0.114532477617263794E+05   -0.346737749282004333E+12   -0.425195633965034059E+01    1
    0.162539935111999512E+02    0.853905111551284790E+02    0.384594791531562805E+02    0.846273660659790039E+02   -0.940008640289306641E+04   -0.587655743360519409E+04   -0.180255618393421173E+04    0.152736718058586121E+03    0.118325510263442993E+05   -0.340776333271844971E+12   -0.427195633965034727E+01    1
    0.219409346580505371E+01    0.677302658557891846E+02    0.192421063780784607E+02    0.705255329608917236E+02   -0.106136707067489624E+05   -0.573415162563323975E+04   -0.174134942591190338E+04    0.167860069870948792E+03    0.112909024477005005E+05   -0.320145712751643860E+12   -0.429195633965034329E+01    1
    0.808599114418029785E+01    0.753622752428054810E+02    0.220466298460960388E+02    0.877114117145538330E+02   -0.924756073951721191E+04   -0.584701442122459412E+04   -0.188431560695171356E+04    0.159872879385948181E+03    0.116166972160339355E+05   -0.310005577474479858E+12   -0.431195633965034109E+01    1
    0.373176693916320801E+01    0.716471296548843384E+02    0.202053291201591492E+02    0.425152659416198730E+02   -0.953522241115570068E+04   -0.576586150527000427E+04   -0.174844398796558380E+04    0.185459404587745667E+03    0.118822959899902344E+05   -0.300049603733424316E+12   -0.433195633965034244E+01    1
    0.132359790802001953E+02    0.898889011144638062E+02    0.340467825531959534E+02    0.669872462749481201E+02   -0.969973158836364746E+04   -0.584271793961524963E+04   -0.189562043249607086E+04    0.122109527587890625E+03    0.121284313678741455E+05   -0.270943257804563843E+12   -0.435195633965034201E+01    1
    0.944433808326721191E+01    0.770903903245925903E+02    0.132980640530586243E+02    0.476538777351379395E+02   -0.952576470375061035E+04   -0.554670771360397339E+04   -0.194805547297000885E+04    0.170778836607933044E+03    0.118837880849838257E+05   -0.248215912128568115E+12   -0.437195633965034336E+01    1
    0.142236185073852539E+02    0.646975386142730713E+02    0.331944149732589722E+01    0.683777332305908203E+02   -0.935895597934722900E+04   -0.556950067877769470E+04   -0.188171237409114838E+04    0.140807310342788696E+03    0.117376862287521362E+05   -0.246034298496027222E+12   -0.439195633965034649E+01    1
    0.142838954925537109E+02    0.735064405202865601E+02    0.230716236829757690E+02    0.244444131851196289E+02   -0.968132495880126953E+04   -0.573722531795501709E+04   -0.171486133038997650E+04    0.138890948891639709E+03    0.120335387468338013E+05   -0.236639002050245422E+12   -0.441195633965034784E+01    1
    0.317776441574096680E+01    0.629245769977569580E+02    0.218757824301719666E+02    0.324755311012268066E+01   -0.903407740592956543E+04   -0.573028721809387207E+04   -0.172334831655025482E+04    0.153476275205612183E+03    0.112562320709228516E+05   -0.217744974590705170E+12   -0.443195633965034474E+01    1
    0.106517505645751953E+02    0.852846872806549072E+02    0.249422931671142578E+02    0.672569274902343750E+01   -0.933301329612731934E+04   -0.577870451807975769E+04   -0.186206929087638855E+04    0.180392245054244995E+03    0.115352442502975464E+05   -0.214682245506762451E+12   -0.445195633965034343E+01    1
    0.749992966651916504E+01    0.684206467866897583E+02    0.325129402279853821E+02    0.111440539360046387E+02   -0.101728376150131226E+05   -0.585229500532150269E+04   -0.189608618319034576E+04    0.143970654606819153E+03    0.110163229942321777E+05   -0.208417188896819336E+12   -0.447195633965034745E+01    1
    0.154296445846557617E+02    0.712993901968002319E+02    0.354330813884735107E+02    0.854933500289916992E+02   -0.900625252723693848E+04   -0.582396962642669678E+04   -0.171210705935955048E+04    0.124862953424453735E+03    0.112320038557052612E+05   -0.202359596174303619E+12   -0.449195633965034435E+01    1
    0.271998047828674316E+01    0.880083686113357544E+02    0.100061177611351013E+02    0.705781996250152588E+02   -0.988743770122528076E+04   -0.567001217007637024E+04   -0.181081047356128693E+04    0.183759870529174805E+03    0.121200653076171875E+05   -0.190953373068812805E+12   -0.451195633965034482E+01    1
    0.156932616233825684E+02    0.715152204036712646E+02    0.190891349911689758E+02    0.306290984153747559E+01   -0.924408090114593506E+04   -0.583692675232887268E+04   -0.191865814924240112E+04    0.140770664811134338E+03    0.114508153200149536E+05   -0.187633887491987762E+12   -0.453195633965034705E+01    1
    0.162077951431274414E+02    0.639159572124481201E+02    0.184190047383308411E+02    0.607526779174804688E+02   -0.989309680461883545E+04   -0.551064052581787109E+04   -0.178419786393642426E+04    0.178106862306594849E+03    0.121675968408584595E+05   -0.187222052241987610E+12   -0.455195633965034396E+01    1
    0.240242123603820801E+01    0.815142148733139038E+02    0.890613758563995361E+01    0.901389181613922119E+02   -0.945227289199829102E+04   -0.584405129551887512E+04   -0.185884676575660706E+04    0.139852135777473450E+03    0.116398520469665527E+05   -0.170427475094842651E+12   -0.457195633965034354E+01    1
    0.759861588478088379E+01    0.856583762168884277E+02    0.724805104732513428E+01    0.725395262241363525E+02   -0.102768036127090454E+05   -0.553027769327163696E+04   -0.171146382093429565E+04    0.130905698537826538E+03    0.113175426483154297E+05   -0.150628372861112274E+12   -0.459195633965034666E+01    1
    0.154380393028259277E+02    0.851363253593444824E+02    0.273874387145042419E+02    0.648023664951324463E+02   -0.903449440002441406E+04   -0.579956673979759216E+04   -0.191588045358657837E+04    0.152451731562614441E+03    0.111183076620101929E+05   -0.145660398598549683E+12   -0.461195633965034801E+01    1
    0.128466176986694336E+02    0.764961129426956177E+02    0.731350892782211304E+01    0.593652069568634033E+02   -0.103443318605422974E+05   -0.554336037635803223E+04   -0.177630489766597748E+04    0.130949683189392090E+03    0.114255102157592773E+05   -0.136529423244936188E+12   -0.463195633965034759E+01    1
    0.188998103141784668E+01    0.759882456064224243E+02    0.286274963617324829E+01    0.980953872203826904E+02   -0.107529094219207764E+05   -0.585783016085624695E+04   -0.188898585438728333E+04    0.159696657061576843E+03    0.117715996503829956E+05   -0.132445292094514664E+12   -0.465195633965034716E+01    1
    0.799759387969970703E+01    0.674316054582595825E+02    0.252612024545669556E+02    0.693473339080810547E+02   -0.970054388046264648E+04   -0.576070045828819275E+04   -0.176679654121398926E+04    0.178650691509246826E+03    0.117767819643020630E+05   -0.130732184901303238E+12   -0.467195633965034407E+01    1
    0.700212240219116211E+01    0.701444131135940552E+02    0.383884539008140564E+02    0.977938950061798096E+02   -0.108856195211410522E+05   -0.566620140671730042E+04   -0.171443114876747131E+04    0.156950032114982605E+03    0.120095174551010132E+05   -0.110275996844903702E+12   -0.469195633965034364E+01    1
    0.234842419624328613E+01    0.862750786542892456E+02    0.151784229278564453E+01    0.834573268890380859E+02   -0.101492822170257568E+05   -0.585743963122367859E+04   -0.174481463134288788E+04    0.169107611775398254E+03    0.111420728921890259E+05   -0.107814853773152054E+12   -0.471195633965034677E+01    1
    0.144139301776885986E+02    0.758839899301528931E+02    0.746172189712524414E+01    0.136692762374877930E+02   -0.955108451843261719E+04   -0.569924476146697998E+04   -0.185689694881439209E+04    0.156012097597122192E+03    0.116124591112136841E+05   -0.105964451890150742E+12   -0.473195633965034634E+01    1
    0.616418838500976562E+01    0.820374888181686401E+02    0.393544731140136719E+02    0.498846173286437988E+01   -0.104251109361648560E+05   -0.550816314816474915E+04   -0.178603450655937195E+04    0.121455440521240234E+03    0.116262099742889404E+05   -0.101639866751664566E+12   -0.475195633965034325E+01    1
