# A nu0 w tau a0 a1 a2 a3 a4 logL logPrior
5.328202350573283397e-01 7.830053927021411653e+01 1.867562779014955865e+01 7.624890754625433864e+00 -1.011989229024382621e+04 -5.679607517730533800e+03 -1.831075285245918394e+03 1.500446820746871595e+02 1.172057850128645623e+04 1.622773316631206342e+02 -4.534120504098585513e+01
5.067101814317455100e-01 7.820980994053581981e+01 1.843208733941894195e+01 6.902471111401662363e+00 -1.055549033213537223e+04 -5.886193560100396098e+03 -1.893971657039864112e+03 1.546012202868074326e+02 1.215159607795190277e+04 1.623041527352126536e+02 -4.534120504098585513e+01
5.576857349481563197e-01 7.817150258482381275e+01 1.863545890319539922e+01 6.215180804242645962e+00 -1.026742139783805214e+04 -5.747872360908154405e+03 -1.853997274077644079e+03 1.522452661080018856e+02 1.186592426018439437e+04 1.623047042377986315e+02 -4.534120504098585513e+01
5.351027039866710355e-01 7.822183454566220462e+01 1.867534924385825335e+01 7.242383153711810628e+00 -1.025631590240871992e+04 -5.743679230397775427e+03 -1.851348288808395864e+03 1.517097088328371797e+02 1.185533788615249432e+04 1.623210580457168817e+02 -4.534120504098585513e+01
5.572001954552450176e-01 7.832373147863441432e+01 1.896465243013946278e+01 6.191115276228193132e+00 -1.007690369216343061e+04 -5.657574185577639582e+03 -1.826412549518921423e+03 1.502265276214430969e+02 1.167743620948981334e+04 1.624079721007890384e+02 -4.534120504098585513e+01
5.735905804892432736e-01 7.829543876738647157e+01 1.887161479200885950e+01 5.456459300503562204e+00 -1.003616528856363402e+04 -5.638278002179362375e+03 -1.820527960245095073e+03 1.497911831463672172e+02 1.163713821960771202e+04 1.624348375758154930e+02 -4.534120504098585513e+01
5.282349630663105700e-01 7.816788644302646105e+01 1.859620867552970580e+01 7.947377800243580204e+00 -1.036413677525413550e+04 -5.794313677484487016e+03 -1.867383505566737085e+03 1.530324759166417721e+02 1.196183591956047349e+04 1.624930948756291684e+02 -4.534120504098585513e+01
5.216636805180936420e-01 7.831578569680206670e+01 1.855149518082107107e+01 7.722959598986850693e+00 -1.025476438369280731e+04 -5.743603606968952590e+03 -1.850396284245559400e+03 1.514314428394594927e+02 1.185405345753852271e+04 1.625008211126090032e+02 -4.534120504098585513e+01
5.314997573607977976e-01 7.818860922574566530e+01 1.867362715169011622e+01 6.853107415588593376e+00 -1.039721566649151100e+04 -5.810251328551971710e+03 -1.871950890191697226e+03 1.532779647537359722e+02 1.199467259970545274e+04 1.625019935099727206e+02 -4.534120504098585513e+01
5.624934336093946330e-01 7.822731153847533392e+01 1.893851744683495752e+01 6.446201961391263779e+00 -1.010773317705829504e+04 -5.671433320176423877e+03 -1.831622250896086825e+03 1.508500505076957268e+02 1.170764727020008286e+04 1.625139286933228391e+02 -4.534120504098585513e+01
5.573801980664709887e-01 7.824601388161410398e+01 1.856598192509167689e+01 6.247299688281173324e+00 -1.025221311441403122e+04 -5.740554372917253204e+03 -1.851855430545307854e+03 1.521241043490904019e+02 1.185083470123819461e+04 1.625261763117046314e+02 -4.534120504098585513e+01
5.562986681300641223e-01 7.834853118787673054e+01 1.860109678062539729e+01 5.711152835739278011e+00 -1.001274740634329464e+04 -5.627893021810586106e+03 -1.816391776778832309e+03 1.492655964389385588e+02 1.161422969228821967e+04 1.625488496192019454e+02 -4.534120504098585513e+01
5.271590708202403830e-01 7.822448799164568811e+01 1.835053249110986329e+01 6.797208785836793332e+00 -1.050350848151368518e+04 -5.860284424296691213e+03 -1.887584941835571044e+03 1.545379377536155516e+02 1.209969108438231888e+04 1.625969879893987695e+02 -4.534120504098585513e+01
5.415932999653622071e-01 7.837530674647469198e+01 1.858250602352808301e+01 6.578014653153090308e+00 -1.014251775079613799e+04 -5.689963502912693002e+03 -1.834624686390654460e+03 1.504144538314765498e+02 1.174284056006418905e+04 1.626322412967323601e+02 -4.534120504098585513e+01
5.326856037682419220e-01 7.827700600937626518e+01 1.850979726007112092e+01 7.201089990808330121e+00 -1.015253043575165611e+04 -5.694727745894542750e+03 -1.836193428520206226e+03 1.505327108696612299e+02 1.175272840512753464e+04 1.626520931919875466e+02 -4.534120504098585513e+01
5.646678269585926335e-01 7.824881299116059097e+01 1.877026092351933073e+01 6.404455728795685587e+00 -1.018913663600365180e+04 -5.710075357034048466e+03 -1.843346193199745585e+03 1.516832642890023521e+02 1.178821391764774671e+04 1.626530227563007145e+02 -4.534120504098585513e+01
5.208591595662994678e-01 7.823242872027445571e+01 1.878877306653698298e+01 7.313118648893049745e+00 -1.037803302215345866e+04 -5.801452741514111040e+03 -1.868876716048683193e+03 1.529648227847118278e+02 1.197579269726627717e+04 1.627189262591056718e+02 -4.534120504098585513e+01
5.281304020997138471e-01 7.815610837999788885e+01 1.861020512009692851e+01 7.063133521380033031e+00 -1.041932344409706639e+04 -5.820926144257588930e+03 -1.874902106929890351e+03 1.534351004599356258e+02 1.201661535098547574e+04 1.627221459325233184e+02 -4.534120504098585513e+01
5.359988344977536512e-01 7.827958042388279125e+01 1.848244953868768548e+01 6.444405654000274097e+00 -1.046094170294605829e+04 -5.839630691576985555e+03 -1.881912739619460581e+03 1.542775533758075710e+02 1.205739380881930629e+04 1.627286461474119506e+02 -4.534120504098585513e+01
5.589394942040393222e-01 7.827425931753739974e+01 1.864789455524112327e+01 5.421034810038706020e+00 -1.015966660245320600e+04 -5.697308383955569298e+03 -1.837948604736185189e+03 1.509081312662610230e+02 1.175950895788251910e+04 1.627744165255423923e+02 -4.534120504098585513e+01
5.332271972103934665e-01 7.821302282011255613e+01 1.858816315513540474e+01 7.627020237336793684e+00 -1.035740068982980847e+04 -5.790902587319082159e+03 -1.866604843535096279e+03 1.530442875386592902e+02 1.195509329378507937e+04 1.627785509835653102e+02 -4.534120504098585513e+01
5.279296534937795160e-01 7.823192918412615882e+01 1.846358274913981745e+01 7.297058388269451079e+00 -1.024942708942733952e+04 -5.740610208057439195e+03 -1.850135248599190618e+03 1.515646781613198755e+02 1.184858567984867659e+04 1.627812871968956756e+02 -4.534120504098585513e+01
5.319779753129186828e-01 7.824805357974715037e+01 1.858103435034572115e+01 7.231374354337756216e+00 -1.015276134598746467e+04 -5.694915904669041993e+03 -1.836045924989298328e+03 1.504923830131365889e+02 1.175300046658081374e+04 1.628254148605944920e+02 -4.534120504098585513e+01
5.486023436476948900e-01 7.815048358052099786e+01 1.880382363930514700e+01 6.354116578129145765e+00 -1.039185527419029131e+04 -5.806268671133946555e+03 -1.872518296923444268e+03 1.537830271754034470e+02 1.198881822021410153e+04 1.628387902556472682e+02 -4.534120504098585513e+01
5.181246901537954752e-01 7.828638025343605022e+01 1.851103620065038768e+01 7.317999818582838323e+00 -1.047607771491373569e+04 -5.847361675380652741e+03 -1.883596162286466097e+03 1.542233421081722042e+02 1.207257759341505880e+04 1.628774175825531927e+02 -4.534120504098585513e+01
5.175062461311144002e-01 7.832189425712725495e+01 1.847963502360043364e+01 7.369653138158696493e+00 -1.052081759506717208e+04 -5.869223368045990355e+03 -1.889409792749435383e+03 1.544359053685841161e+02 1.211709694210449743e+04 1.628825904523511099e+02 -4.534120504098585513e+01
5.746947469375057738e-01 7.829248947680075332e+01 1.874587069892531588e+01 5.824033879224364441e+00 -1.017603638840728127e+04 -5.703798164963619456e+03 -1.841484809123615833e+03 1.515671295956061613e+02 1.177523640009451992e+04 1.629162131128836961e+02 -4.534120504098585513e+01
5.648625989803438552e-01 7.829542923244135011e+01 1.870119101284509000e+01 6.422478440977056557e+00 -1.003952813930065531e+04 -5.639886531580219525e+03 -1.821083840227720202e+03 1.498297133538361550e+02 1.164045976889074336e+04 1.629197549006770487e+02 -4.534120504098585513e+01
5.268550931731705855e-01 7.825358927183297908e+01 1.851056900001684369e+01 7.064139009369350575e+00 -1.052771326884308655e+04 -5.871831696697799998e+03 -1.891057725022139493e+03 1.547659235673600904e+02 1.212366914235893637e+04 1.629265503808609878e+02 -4.534120504098585513e+01
5.357264967391145438e-01 7.826063839751171258e+01 1.850809052932485343e+01 6.483671151692893098e+00 -1.043765198301621058e+04 -5.829321211044498341e+03 -1.877920324490222583e+03 1.537512362185587733e+02 1.203462913580832901e+04 1.629409699896065433e+02 -4.534120504098585513e+01
5.375445135339277369e-01 7.817908747879398845e+01 1.867780948249841799e+01 6.822777634571216332e+00 -1.054556971136056745e+04 -5.879963171265561868e+03 -1.893933966330712110e+03 1.550770444921896853e+02 1.214122710980285046e+04 1.629686032133451761e+02 -4.534120504098585513e+01
5.442885465486416718e-01 7.816330781173920172e+01 1.851314022221209044e+01 6.297532449094840779e+00 -1.052329836306349898e+04 -5.868660131395177814e+03 -1.891424274203581490e+03 1.551361006143453665e+02 1.211889942428502036e+04 1.629977682230308460e+02 -4.534120504098585513e+01
5.359893819233285672e-01 7.825451627759620976e+01 1.841307783966225387e+01 6.204488351985765426e+00 -1.037857229264616944e+04 -5.801073177611819119e+03 -1.869569939433133641e+03 1.532230728276630032e+02 1.197607909598618244e+04 1.630012633727487810e+02 -4.534120504098585513e+01
5.232800235121284338e-01 7.826141248797267735e+01 1.867050914220970625e+01 7.611171203023178400e+00 -1.045185995857172384e+04 -5.835796229619672886e+03 -1.880149472536694248e+03 1.539988956338497985e+02 1.204858864247636302e+04 1.630696338911172916e+02 -4.534120504098585513e+01
5.387696487021630398e-01 7.821815219917198192e+01 1.849902086917052912e+01 6.564890235489380110e+00 -1.024956337052125855e+04 -5.740242097336113147e+03 -1.850577359424286669e+03 1.517339472990416027e+02 1.184855998145889498e+04 1.630913461571155381e+02 -4.534120504098585513e+01
5.297739871795241751e-01 7.833472089191361931e+01 1.857082056834614292e+01 6.650308593848715866e+00 -1.034139411774892324e+04 -5.783696870972783472e+03 -1.863957714492892819e+03 1.527335937582458882e+02 1.193938750859131324e+04 1.631106649651096632e+02 -4.534120504098585513e+01
5.638613251708500806e-01 7.831860140727592068e+01 1.897088543477219957e+01 6.355058117479365443e+00 -1.007718486377912996e+04 -5.657605119111229214e+03 -1.826605917999117764e+03 1.502724997810281593e+02 1.167767521333011973e+04 1.631310403112252914e+02 -4.534120504098585513e+01
5.144206531132771154e-01 7.822863548986933324e+01 1.864578201615221076e+01 7.178346908561160866e+00 -1.056602874947251257e+04 -5.890283707041189700e+03 -1.896274075003968164e+03 1.550517373488736155e+02 1.216169796724050320e+04 1.631717270114483824e+02 -4.534120504098585513e+01
5.433775312999036267e-01 7.834751437148810282e+01 1.874694995668529529e+01 6.917366232483272981e+00 -1.011850207229500120e+04 -5.678207716379517478e+03 -1.831618276098229899e+03 1.503195733782173704e+02 1.171892484840228462e+04 1.631891526244843362e+02 -4.534120504098585513e+01
5.443563729343071644e-01 7.824404118982548084e+01 1.868361917148846985e+01 7.514399288781448583e+00 -1.031197241720081911e+04 -5.769026961345916789e+03 -1.860411726307115032e+03 1.527011577143852037e+02 1.191001678643998093e+04 1.632034137413130281e+02 -4.534120504098585513e+01
