    0.583693041264468221E-01    0.544956696043447497E+01    0.121624355561150015E+02    0.263274811668546272E+04   -0.423889354658098546E+04    0.871363376601765776E+04   -0.903546519098254430E+04    0.459587380276288786E+04   -0.917681517653801848E+03    0.118293274584003676E+02
    0.615312000070432907E-01    0.577483594372986886E+01    0.122932338369890939E+02    0.262946204812894621E+04   -0.422391633301450020E+04    0.868674441038709483E+04   -0.901153910781371451E+04    0.458521206286713823E+04   -0.915750349406406599E+03    0.137665366284555652E+02
    0.549395272671183502E-01    0.624380472481069582E+01    0.124274673393410513E+02    0.261562457086440963E+04   -0.414922793407235076E+04    0.852750386315963624E+04   -0.884390750907412257E+04    0.449806827950633669E+04   -0.897849103004157314E+03    0.148212849751124374E+02
    0.605921220804934574E-01    0.581114984893270936E+01    0.122809636937212954E+02    0.261368820349392536E+04   -0.413841759800044747E+04    0.850356443281922293E+04   -0.881762652335470739E+04    0.448377502551245925E+04   -0.894768711836912530E+03    0.154400285632361864E+02
    0.569231947750919176E-01    0.562852066032063814E+01    0.122283415453264208E+02    0.260985386250716556E+04   -0.411813829128189627E+04    0.846157540905142378E+04   -0.877510742539567946E+04    0.446274204099969484E+04   -0.890710853386828717E+03    0.161304039635386509E+02
    0.553295248018109906E-01    0.586149834756994181E+01    0.123070673284512981E+02    0.263405463445852092E+04   -0.424855849017210767E+04    0.873901972263100470E+04   -0.906637531651768586E+04    0.461367857744830326E+04   -0.921608908306829107E+03    0.164034006340710192E+02
    0.537344263152902540E-01    0.567423537537622202E+01    0.122550910069435020E+02    0.261811267470798111E+04   -0.415929258156465949E+04    0.854195592698216387E+04   -0.885205262816204049E+04    0.449885772251102662E+04   -0.897361956269627512E+03    0.167030260440941873E+02
    0.566461198630916138E-01    0.545985110202426682E+01    0.121770576378151691E+02    0.264245311789496691E+04   -0.428955804110367990E+04    0.881794361307152576E+04   -0.914137008603536015E+04    0.464890344202413235E+04   -0.928157140109330044E+03    0.167931869215013982E+02
    0.534898631629175461E-01    0.549039407614015040E+01    0.122012090604584014E+02    0.263221765214137849E+04   -0.423440820004098077E+04    0.869996397746978982E+04   -0.901609029158781777E+04    0.458287836964161852E+04   -0.914347114634929198E+03    0.169400385548223831E+02
    0.594239163295528505E-01    0.575880992844410589E+01    0.122854595548017862E+02    0.262288382609292967E+04   -0.418609758996837354E+04    0.860068395146606235E+04   -0.891474331003723273E+04    0.453145931868920798E+04   -0.903972558203088738E+03    0.170391816613216847E+02
