# A phi l a0 a1 a2 a3 a4 a5 logL logPrior
2.796466714377521812e-01 5.579583613370416195e+00 1.369643483181701171e+01 2.630964341560182675e+03 -4.184337689917643729e+03 8.519127889192284783e+03 -8.781675847615564635e+03 4.452867967642227995e+03 -8.855628900082529071e+02 -3.632730490700616967e+06 -3.959344711998390665e+01
1.566557515067568407e-01 7.637790483137666619e+00 1.185714399577980238e+01 2.621421119383507630e+03 -4.175532117536446094e+03 8.490591053709675180e+03 -8.684184870234079426e+03 4.365085802228469220e+03 -8.650337037138494907e+02 -3.612652773548861966e+06 -3.959344711998390665e+01
1.981813355934179122e-01 5.423875365819295524e+00 1.334383147214031240e+01 2.574409941678670293e+03 -4.025592165550628579e+03 8.343860814056946765e+03 -8.591256843277858934e+03 4.249058017332458803e+03 -8.025682775709317411e+02 -3.555394990244818851e+06 -3.959344711998390665e+01
2.689444285481274455e-01 7.005285968253816442e+00 1.333542119275190174e+01 2.661095981933062376e+03 -4.365020932274379447e+03 8.932364592818967139e+03 -9.205471347966569738e+03 4.645502380754898695e+03 -9.203328718124761281e+02 -3.547524694483754225e+06 -3.959344711998390665e+01
6.933092917510605968e-01 5.883926160826831619e+00 1.196346858985547001e+01 2.564301081722901472e+03 -4.075064898735978659e+03 8.686783113315013907e+03 -9.238837861212028656e+03 4.789434793673539389e+03 -9.750975139481552105e+02 -3.490630353469135240e+06 -3.959344711998390665e+01
7.906134933265622777e-01 6.170010249418060866e+00 1.184241796379033396e+01 2.665205168631163360e+03 -4.422788502679286466e+03 9.069608249714792692e+03 -9.357668775437183285e+03 4.747949087620452701e+03 -9.493867790814088039e+02 -3.419079340144455433e+06 -3.959344711998390665e+01
7.946615512135520865e-01 6.611002349979652415e+00 1.176008866810187214e+01 2.675733256213439290e+03 -4.418660864112039235e+03 8.850337767376613556e+03 -8.828272956930828514e+03 4.295700051097296637e+03 -8.217341537738326451e+02 -3.400670161629720591e+06 -3.959344711998390665e+01
3.237945258043745111e-01 6.913276667602096026e+00 1.300393231585018761e+01 2.628112329737373329e+03 -4.202144354730698979e+03 8.597578671322800801e+03 -8.895770510293816187e+03 4.529522949301630433e+03 -9.080409379041076363e+02 -3.385381991494787391e+06 -3.959344711998390665e+01
2.453605598341594973e-01 6.132312492341228882e+00 1.337632378095029217e+01 2.593222862913569315e+03 -4.210016832762753438e+03 8.836205553946956570e+03 -9.090952917245695062e+03 4.435724020628269500e+03 -8.164789496672671021e+02 -3.372087968345390633e+06 -3.959344711998390665e+01
6.015493829087957822e-01 6.688879990874553982e+00 1.357310289662114933e+01 2.583040331732953746e+03 -4.065167235109939156e+03 8.439192170127125792e+03 -8.736393281682725501e+03 4.391473442354936196e+03 -8.597479840403069602e+02 -3.255836643174395896e+06 -3.959344711998390665e+01
5.795621351097629548e-01 4.930133539907219031e+00 1.154843488951719443e+01 2.546936797381756605e+03 -3.971255925480510086e+03 8.553088646774316658e+03 -9.223571437956115915e+03 4.806628655932059701e+03 -9.633455946369131198e+02 -3.225936608512266539e+06 -3.959344711998390665e+01
9.147613605416420324e-01 5.676700395053305037e+00 1.107460590803244393e+01 2.662814205858102923e+03 -4.420471434108511858e+03 9.084791585254810343e+03 -9.351519679737955812e+03 4.707809416174785838e+03 -9.317315960928373215e+02 -3.198443468290821183e+06 -3.959344711998390665e+01
2.833705631673861802e-01 4.961964611273788961e+00 1.397842637495212692e+01 2.574615542732078666e+03 -3.917761211084796741e+03 8.145847101148426191e+03 -8.706987469270037764e+03 4.638277047695171859e+03 -9.854094899862121792e+02 -3.194157211164748762e+06 -3.959344711998390665e+01
5.059186018534962415e-01 6.121469655006593236e+00 1.337616495507627867e+01 2.522129271093887837e+03 -3.936175055606810020e+03 8.424941451214801418e+03 -8.800792917216280330e+03 4.341286272006474064e+03 -8.033758548281895173e+02 -3.075137597687720787e+06 -3.959344711998390665e+01
9.542697843225766974e-01 4.819877005595644803e+00 1.202120375558078536e+01 2.589636134787967876e+03 -4.013017281819677464e+03 8.348954035637209017e+03 -8.891435637654982202e+03 4.698345803317836726e+03 -9.841030899272570878e+02 -3.023410123545615934e+06 -3.959344711998390665e+01
5.382156728649660771e-01 7.388442581487586480e+00 1.334657580460132742e+01 2.662680176897849378e+03 -4.452346958074307622e+03 9.170752960911670016e+03 -9.395924101464239357e+03 4.645063705543562719e+03 -8.825118366352713792e+02 -2.941376335195615888e+06 -3.959344711998390665e+01
4.477899631888640486e-01 6.396462326977410129e+00 1.272657003353880789e+01 2.619138916588053689e+03 -4.194469021503593467e+03 8.692783930239485926e+03 -9.124730726607156612e+03 4.735674070442050834e+03 -9.777368833043865379e+02 -2.902347834739700425e+06 -3.959344711998390665e+01
6.002661661654837832e-01 7.717348206742446592e+00 1.279350848107906558e+01 2.508943690824266923e+03 -3.901284317492347782e+03 8.419851742668601219e+03 -8.895837867066662511e+03 4.482352669793234782e+03 -8.648952236179276269e+02 -2.884786886545371264e+06 -3.959344711998390665e+01
9.794304082618885410e-01 5.612725204455062844e+00 1.219114544426452262e+01 2.573160309772736582e+03 -4.055057269145393548e+03 8.620829804762521235e+03 -9.224011077573692091e+03 4.805617213369576348e+03 -9.706910528659718693e+02 -2.882506850524675567e+06 -3.959344711998390665e+01
6.539065349312529474e-01 5.429674589925108208e+00 1.334605747080915883e+01 2.670787712645223110e+03 -4.201707823072733845e+03 8.397149456318680677e+03 -8.753844872112053054e+03 4.632621840661995520e+03 -9.948172893071457565e+02 -2.842128026890606154e+06 -3.959344711998390665e+01
1.280839597020828335e-01 6.264603487169457807e+00 1.151443371408770844e+01 2.655609353781307163e+03 -4.230066585108569598e+03 8.615969286692952664e+03 -9.041657125261031979e+03 4.733105363602079706e+03 -9.826490606614486296e+02 -2.832268510132563300e+06 -3.959344711998390665e+01
2.514566285699438852e-01 5.119254228092740000e+00 1.337858684494431927e+01 2.624531027933416681e+03 -4.220647491571545288e+03 8.799682705236491529e+03 -9.299918554586900427e+03 4.839866102300525199e+03 -9.921245982837415340e+02 -2.821250462652581278e+06 -3.959344711998390665e+01
1.089924129600459285e-01 6.586098634570257460e+00 1.370072048140908727e+01 2.587256910339750448e+03 -4.102260772766829177e+03 8.518633398657922953e+03 -8.771532054925763077e+03 4.353825177616503424e+03 -8.351470181498785905e+02 -2.800722410751467105e+06 -3.959344711998390665e+01
4.884241534826927467e-02 5.357802342048116451e+00 1.388799592356511781e+01 2.584514259112668242e+03 -4.176890369377882053e+03 8.723351948099745641e+03 -8.935403826841255068e+03 4.376293547794762162e+03 -8.217844651066994857e+02 -2.759648674752656836e+06 -3.959344711998390665e+01
3.097866373282424091e-01 7.393240990848355843e+00 1.294839890416676731e+01 2.664294907988329669e+03 -4.248528881245439152e+03 8.445565265418275885e+03 -8.520643541583427577e+03 4.258305962021737287e+03 -8.460405301500344422e+02 -2.728625329193346202e+06 -3.959344711998390665e+01
4.159022512069945332e-01 5.690110944353787836e+00 1.320943477165024049e+01 2.552172600316337594e+03 -4.052021871650652429e+03 8.726879682271342972e+03 -9.351454792525952143e+03 4.848431331831606258e+03 -9.726105868676406772e+02 -2.711393156624360010e+06 -3.959344711998390665e+01
1.789944556896002903e-01 5.637759625262340535e+00 1.175549580497043500e+01 2.578654756394883862e+03 -4.057477804137879957e+03 8.573620282421075899e+03 -9.155330344785343186e+03 4.810588377650401526e+03 -9.994945999610506533e+02 -2.707213703992596827e+06 -3.959344711998390665e+01
2.474728301939206065e-01 5.853064397906705629e+00 1.305810510327153295e+01 2.601108044393332875e+03 -4.058928423627838583e+03 8.371561007618647636e+03 -8.842465608534981584e+03 4.671861108421692734e+03 -9.900639187142992341e+02 -2.702299661839103792e+06 -3.959344711998390665e+01
5.988115464955908740e-01 6.007372037771602002e+00 1.133364578921527688e+01 2.622520199170268825e+03 -4.196668532567273360e+03 8.587631208191416590e+03 -8.801951451962393548e+03 4.406067682625684938e+03 -8.660678187852244037e+02 -2.700062766326874960e+06 -3.959344711998390665e+01
7.234955230255044611e-01 7.556280474485806309e+00 1.257649172314261321e+01 2.542792868197999724e+03 -3.975190193496521260e+03 8.497237641927489676e+03 -8.988242399905466300e+03 4.559243441938797332e+03 -8.868416960928936987e+02 -2.695205456131901592e+06 -3.959344711998390665e+01
6.004246462288513886e-01 7.300711929662525357e+00 1.246238146073492814e+01 2.660677925148721442e+03 -4.269704660369971862e+03 8.618643115459788532e+03 -8.804883495897998728e+03 4.396188860206283607e+03 -8.520066142585031912e+02 -2.682105906113157980e+06 -3.959344711998390665e+01
8.451465345340718471e-01 7.752197452829081570e+00 1.126665692984527567e+01 2.615424626712129793e+03 -4.278405341584964845e+03 8.895874070782771014e+03 -9.185288373640747523e+03 4.602516958621583399e+03 -8.994459116412862159e+02 -2.659504987819632050e+06 -3.959344711998390665e+01
1.335578897233073437e-01 7.831878215546272948e+00 1.329359614630516262e+01 2.593484090421085057e+03 -4.193678828791029446e+03 8.856447792605053110e+03 -9.358960471608290391e+03 4.829271292276207532e+03 -9.750472397729138265e+02 -2.634617667922039051e+06 -3.959344711998390665e+01
1.691797931253703202e-01 6.616116492980533614e+00 1.361697818787043879e+01 2.537864296320086851e+03 -3.938788354987696493e+03 8.343133968871565230e+03 -8.734192080009730489e+03 4.399998809228676691e+03 -8.568458543560944918e+02 -2.605193274541893508e+06 -3.959344711998390665e+01
8.035994313114237508e-01 7.249056461555968056e+00 1.307013119479557339e+01 2.606744033107948781e+03 -4.334743749090958772e+03 9.123950592519317070e+03 -9.349223912508065041e+03 4.528231943279102779e+03 -8.256488718101368249e+02 -2.534784760535103269e+06 -3.959344711998390665e+01
2.960793317365368882e-01 6.891540290458722851e+00 1.107022798425541232e+01 2.602232126817562857e+03 -4.181962853095145874e+03 8.792437174632486858e+03 -9.243070565377825915e+03 4.707440674047895300e+03 -9.282251225298373356e+02 -2.526016598792188335e+06 -3.959344711998390665e+01
7.508227984872888339e-01 5.317542191405936869e+00 1.305615413391714164e+01 2.629187177969194181e+03 -4.310722832574912900e+03 8.928518038638969301e+03 -9.142567887638368120e+03 4.480858230735620054e+03 -8.355192076392776244e+02 -2.512014609432283323e+06 -3.959344711998390665e+01
8.956042815488239606e-02 5.335200965291247321e+00 1.267673627564891170e+01 2.690511104694972346e+03 -4.305670591086550303e+03 8.525171005848931600e+03 -8.746194979099207558e+03 4.553719521020197135e+03 -9.653630532199902063e+02 -2.511674488608310465e+06 -3.959344711998390665e+01
3.725131801522191255e-02 5.169290300380117387e+00 1.350792099854310457e+01 2.695472570434396403e+03 -4.307180946041054085e+03 8.509205123173996981e+03 -8.699496557376056444e+03 4.484456987970983391e+03 -9.330276260227918783e+02 -2.467676015042051673e+06 -3.959344711998390665e+01
8.393474666195575029e-01 5.123052679177269475e+00 1.180898715270309118e+01 2.675149600301358987e+03 -4.390787512057917411e+03 8.878972277938777552e+03 -9.070240598556973055e+03 4.556945263779599372e+03 -9.011103497809036753e+02 -2.396636504467019811e+06 -3.959344711998390665e+01
1.871961470158478025e-01 7.723467914044195304e+00 1.353004397660965274e+01 2.603184134516038739e+03 -4.209775953473224035e+03 8.720392526433490275e+03 -8.900691122468375397e+03 4.359570749074786363e+03 -8.210477914666114430e+02 -2.368543789992246311e+06 -3.959344711998390665e+01
8.967708290936066140e-01 6.660648101370883367e+00 1.173247705148129150e+01 2.589193407720010327e+03 -4.000380467760332067e+03 8.280508455078552288e+03 -8.718417633809140170e+03 4.511285284641253384e+03 -9.144424038478273360e+02 -2.345264124280354008e+06 -3.959344711998390665e+01
8.331030189542675268e-01 5.507900556216391408e+00 1.273126550667517165e+01 2.547647545513470050e+03 -3.997514659135819784e+03 8.503228188495682843e+03 -8.967235050503062666e+03 4.566815013289237868e+03 -9.029978835696909982e+02 -2.338776124495780561e+06 -3.959344711998390665e+01
1.415394234246825367e-01 4.904721308020216775e+00 1.296518106131209969e+01 2.604192118790041150e+03 -4.297508459716311336e+03 9.071897383590667232e+03 -9.392078200210109571e+03 4.617871197362458588e+03 -8.557346756521884572e+02 -2.326995172671276145e+06 -3.959344711998390665e+01
2.076017353420777922e-01 7.387466270661859902e+00 1.357027329567997853e+01 2.602176728493534938e+03 -4.290086739386615591e+03 8.988093264179940888e+03 -9.216141780218989879e+03 4.509499948386372125e+03 -8.421002376874997708e+02 -2.261780738581244368e+06 -3.959344711998390665e+01
3.513149864201253747e-01 6.769460821708249476e+00 1.187710827705097039e+01 2.677183783199972368e+03 -4.215723830023750452e+03 8.325726733651979885e+03 -8.513514585771308703e+03 4.396207043915434042e+03 -9.175679886409784558e+02 -2.225028345709574874e+06 -3.959344711998390665e+01
1.797827389441110646e-01 5.435549338788875140e+00 1.205412162041289825e+01 2.588574257293843857e+03 -4.093921698309534804e+03 8.576464057655504803e+03 -9.079421280974991532e+03 4.727823568238552980e+03 -9.689865383795074649e+02 -2.204240624013690278e+06 -3.959344711998390665e+01
4.691068004640976397e-01 6.592934565707161632e+00 1.248862676434048247e+01 2.574255833999785864e+03 -3.999745159343373871e+03 8.272924123118185889e+03 -8.558932094888148640e+03 4.312106186108246220e+03 -8.481398512652887121e+02 -2.188874626971500926e+06 -3.959344711998390665e+01
3.697467963675114544e-01 6.981514666825315629e+00 1.246205230967533240e+01 2.601745934976305307e+03 -4.149944443410707208e+03 8.689269058520583712e+03 -9.170919531443019878e+03 4.735521511944769372e+03 -9.576540490584188774e+02 -2.182406691178221256e+06 -3.959344711998390665e+01
7.756552165700053569e-01 6.233460083191050494e+00 1.325424189247067375e+01 2.671225052587992650e+03 -4.387823826647230817e+03 8.875144306663456518e+03 -8.956949148358171442e+03 4.359857775629233402e+03 -8.124782680353404203e+02 -2.177341250956704840e+06 -3.959344711998390665e+01
6.572253420184233086e-01 7.178355225855066912e+00 1.311617089919143098e+01 2.607144122026251353e+03 -4.105742450886645202e+03 8.536165656587379999e+03 -9.043537258553764332e+03 4.730608704924232370e+03 -9.738384588391493253e+02 -2.171334875975075178e+06 -3.959344711998390665e+01
8.769618990617393806e-01 5.696873110131678963e+00 1.264527224536743866e+01 2.633795322850747652e+03 -4.158380765211445578e+03 8.461678275909560398e+03 -8.776413914958107853e+03 4.509454879006230840e+03 -9.190614092959252730e+02 -2.148221410112637561e+06 -3.959344711998390665e+01
1.679556502772587834e-01 7.586080911922331360e+00 1.192281124354591526e+01 2.607043106537807944e+03 -4.119343270600689721e+03 8.382649043508557952e+03 -8.532807662451443321e+03 4.236874721440010944e+03 -8.239036037169510109e+02 -2.116166327823518775e+06 -3.959344711998390665e+01
9.057040362894267505e-01 5.855274689239289287e+00 1.232556213497449704e+01 2.624511803496344783e+03 -4.375556682059679588e+03 9.134100914712218582e+03 -9.382856481477603666e+03 4.630700817611301318e+03 -8.805049884771816551e+02 -2.115128621546317823e+06 -3.959344711998390665e+01
2.514732079233963358e-01 5.912207150869402739e+00 1.263206869446901059e+01 2.608372094518236736e+03 -4.199300392967880725e+03 8.721212641861249722e+03 -8.976864726707080990e+03 4.421380800148218441e+03 -8.268171945213138088e+02 -2.056717822071387665e+06 -3.959344711998390665e+01
7.837170290009599638e-01 7.228724415158186645e+00 1.177034631993354097e+01 2.582354434122704333e+03 -4.092769889668566975e+03 8.496084409172248343e+03 -8.766601947410754292e+03 4.390100646559144479e+03 -8.578450691537924513e+02 -1.992901451758341864e+06 -3.959344711998390665e+01
4.772192531543859029e-01 6.253507110014878911e+00 1.260331868034312741e+01 2.618213588005556176e+03 -4.195255522364727767e+03 8.662895468795779379e+03 -8.973561319198821366e+03 4.531934167686375076e+03 -8.929056979012834745e+02 -1.940878056391998893e+06 -3.959344711998390665e+01
5.585941343425084860e-01 5.042799278814759312e+00 1.139781793664958975e+01 2.576181120203138562e+03 -4.003213852379391028e+03 8.349516062903088823e+03 -8.816235437423285475e+03 4.597497102216500934e+03 -9.527158546488939237e+02 -1.932697976650627097e+06 -3.959344711998390665e+01
3.090299406099542012e-01 5.150742705865384075e+00 1.205481922971195097e+01 2.667345306743287892e+03 -4.248621051235565574e+03 8.495571254180091273e+03 -8.714408854881772641e+03 4.463374960191977152e+03 -9.140074032459200453e+02 -1.921414755391110666e+06 -3.959344711998390665e+01
8.236574826579234898e-01 7.005845320946699317e+00 1.304016703764941809e+01 2.551574564979731349e+03 -3.911831609645171739e+03 8.159149276586690576e+03 -8.519991848038236640e+03 4.340761452469421783e+03 -8.679897062953104978e+02 -1.887971065893473104e+06 -3.959344711998390665e+01
3.562498880100966048e-01 5.584279011815844740e+00 1.366255219451926450e+01 2.564553429263239650e+03 -4.139778151225287729e+03 8.850207286644017586e+03 -9.287266420140675109e+03 4.646658776616234718e+03 -8.858622226633505079e+02 -1.870996097373560304e+06 -3.959344711998390665e+01
4.851459891919966683e-02 5.178714340406116889e+00 1.342876181171993188e+01 2.611314566581369036e+03 -4.147607146168187683e+03 8.540618994259268220e+03 -8.817688367708775331e+03 4.429528228072173988e+03 -8.670658441174963400e+02 -1.860740268914660672e+06 -3.959344711998390665e+01
4.182607690944014078e-01 5.392555224809621350e+00 1.274521229880789619e+01 2.568820399049824573e+03 -4.094101178644315041e+03 8.628080836105220442e+03 -8.990830555238291709e+03 4.516169876706630930e+03 -8.782553919647339171e+02 -1.853404418907338753e+06 -3.959344711998390665e+01
3.277669002023143596e-01 7.393794525065167988e+00 1.256566397174694849e+01 2.571643500390964618e+03 -4.013085022484735873e+03 8.360820210057579970e+03 -8.692660401863719017e+03 4.379694175161280327e+03 -8.574472426126020537e+02 -1.809414834593422944e+06 -3.959344711998390665e+01
6.092150634588663349e-01 6.271482538802682249e+00 1.275094535364557835e+01 2.595481564795192298e+03 -4.043017482920142811e+03 8.338581380081355746e+03 -8.745910085731731670e+03 4.549615981482248571e+03 -9.421792930545298077e+02 -1.797488269415287999e+06 -3.959344711998390665e+01
2.091034547859941806e-01 7.479360189340864551e+00 1.136779109892539630e+01 2.697202870434752185e+03 -4.385959365289852030e+03 8.764676643249962581e+03 -8.985850013327553825e+03 4.592833801810477780e+03 -9.340399727550501439e+02 -1.791346008941615233e+06 -3.959344711998390665e+01
5.079829679739258363e-01 6.806952225870358753e+00 1.342803481944456578e+01 2.632977065141748881e+03 -4.235810513204566632e+03 8.762023112002962080e+03 -9.221791881934823323e+03 4.795870120412455435e+03 -9.836377056648531152e+02 -1.747990337504846510e+06 -3.959344711998390665e+01
2.883014430801800199e-01 6.930017465680406552e+00 1.257358247636669368e+01 2.648169556576659943e+03 -4.309812144882335815e+03 8.822519196520761398e+03 -9.144307759758112297e+03 4.695732549596146782e+03 -9.600642611786705629e+02 -1.740191868904113071e+06 -3.959344711998390665e+01
8.474414172848082627e-01 7.000678901948475641e+00 1.296259501023395799e+01 2.601136491718886646e+03 -4.200079923764950763e+03 8.835451796945184469e+03 -9.282287263382360834e+03 4.736714134529981493e+03 -9.415748209881721777e+02 -1.738785723568654852e+06 -3.959344711998390665e+01
8.239040343256881505e-02 5.024506870939113412e+00 1.372305565805237393e+01 2.632796566492559123e+03 -4.241959202018882934e+03 8.736027124499669299e+03 -9.040003009609314176e+03 4.543142488647816208e+03 -8.821604573757570051e+02 -1.738317130767562427e+06 -3.959344711998390665e+01
3.373220484528522967e-01 7.220086152793399492e+00 1.191347902000177683e+01 2.663815376605609345e+03 -4.333274823482854117e+03 8.807103838349168655e+03 -9.079486825902909914e+03 4.613834601507236584e+03 -9.228982168906122752e+02 -1.678807646467718761e+06 -3.959344711998390665e+01
9.279047295487811153e-01 4.993200549398324029e+00 1.300863098742550861e+01 2.662587137008455556e+03 -4.215967101442315652e+03 8.450801180730881242e+03 -8.722419849596195490e+03 4.501102599140680468e+03 -9.269967073533432540e+02 -1.672031644856222440e+06 -3.959344711998390665e+01
1.041620040485172205e-01 6.236011557340208178e+00 1.391142253423960540e+01 2.668237575082291187e+03 -4.370193452930978310e+03 8.816182430156857663e+03 -8.907929472519013871e+03 4.374780678831034493e+03 -8.317020511644129783e+02 -1.606245557261075126e+06 -3.959344711998390665e+01
3.380404544280474211e-01 6.613890191639567817e+00 1.150539575886009835e+01 2.576079276061691871e+03 -3.946201023162601814e+03 8.150454745677206120e+03 -8.568846404532132510e+03 4.460391438413483229e+03 -9.199386019599826341e+02 -1.596707332757463446e+06 -3.959344711998390665e+01
2.211002899212380357e-01 6.466090047954867082e+00 1.203975955746731152e+01 2.668192924563986253e+03 -4.204074272489479881e+03 8.407527460291375974e+03 -8.722005137029387697e+03 4.561185951202555771e+03 -9.599560982701132161e+02 -1.562126171158547746e+06 -3.959344711998390665e+01
5.566677485798650071e-01 6.642197421968447202e+00 1.201704379973071646e+01 2.578262496087590989e+03 -3.969299616350895121e+03 8.285929916484963542e+03 -8.823044071024605728e+03 4.649591308962385483e+03 -9.702881107318087288e+02 -1.521028226591820829e+06 -3.959344711998390665e+01
9.738240723505233731e-01 6.974292766319519998e+00 1.191465315442951933e+01 2.620492626732172994e+03 -4.073924193237575764e+03 8.259531412269343491e+03 -8.559341958992932632e+03 4.399059011522271248e+03 -8.947937076261393941e+02 -1.513801131517013535e+06 -3.959344711998390665e+01
2.907963797481024071e-01 7.123595952103584317e+00 1.281075762936559670e+01 2.697086701034917951e+03 -4.354692080606219861e+03 8.725412766449899209e+03 -9.061276039238673548e+03 4.736269636146095763e+03 -9.926945944801808537e+02 -1.501473247073387960e+06 -3.959344711998390665e+01
9.632871648292674616e-01 7.322233792445817180e+00 1.313416631470428086e+01 2.544252291934173172e+03 -3.906229369878959005e+03 8.187206957406332549e+03 -8.538096696783606603e+03 4.292359353853536959e+03 -8.295386119079054197e+02 -1.479492742443956668e+06 -3.959344711998390665e+01
7.957412203497543635e-01 7.021407789435832214e+00 1.238247827802559264e+01 2.600572809905180748e+03 -4.135025892701625708e+03 8.654343229097894437e+03 -9.130409188573277788e+03 4.701843275415731114e+03 -9.433080450703921542e+02 -1.476716892560616601e+06 -3.959344711998390665e+01
2.373485672988511763e-01 7.261838849830787090e+00 1.273158790246073124e+01 2.694496330189788750e+03 -4.473762710350837551e+03 8.961858689258280720e+03 -9.003710675462963991e+03 4.416720937122019677e+03 -8.444330607392731736e+02 -1.471740872370721539e+06 -3.959344711998390665e+01
1.808581450342897079e-01 6.964197511334521806e+00 1.375484828537000404e+01 2.698030276142553703e+03 -4.405030607401762609e+03 8.777635905345450738e+03 -8.906344309996329685e+03 4.483816812090065469e+03 -8.982905824544184270e+02 -1.467021352455748944e+06 -3.959344711998390665e+01
4.396085839497175796e-01 6.747651491435269655e+00 1.213572262380405675e+01 2.540759623899910821e+03 -3.934468316842801414e+03 8.474442845382360247e+03 -9.183602046193598653e+03 4.847026341214923377e+03 -9.942745486822373095e+02 -1.452830370984373614e+06 -3.959344711998390665e+01
5.776109092998275157e-02 6.488473169419414432e+00 1.366592001186158356e+01 2.661017090413756705e+03 -4.190807984307470178e+03 8.380695892957437536e+03 -8.626007215773997814e+03 4.436387495114212470e+03 -9.110211554936593075e+02 -1.447030118695123587e+06 -3.959344711998390665e+01
3.247795808354103642e-01 6.835750306805997489e+00 1.251010868576650559e+01 2.640445930426276391e+03 -4.253252205204327765e+03 8.583031372592913613e+03 -8.661799782293550379e+03 4.261124946893262859e+03 -8.187552075318551488e+02 -1.434896286148032872e+06 -3.959344711998390665e+01
7.032312075196170964e-01 7.461511446568831474e+00 1.374124045801389471e+01 2.691579299555157377e+03 -4.417421345973991265e+03 8.758210682727862149e+03 -8.732439211817893010e+03 4.276411390300268067e+03 -8.246985739380955920e+02 -1.431352593701203587e+06 -3.959344711998390665e+01
6.927060106469618006e-01 5.309640179890041445e+00 1.178359363612672972e+01 2.601278151615514616e+03 -4.156489679941822033e+03 8.755349917293631734e+03 -9.305427993283417891e+03 4.829276711805848208e+03 -9.757721638104438853e+02 -1.416865556810235139e+06 -3.959344711998390665e+01
8.942831098994311612e-01 4.727869962049376262e+00 1.271795565887602741e+01 2.628440519863138888e+03 -4.162771441917228913e+03 8.519432955877246059e+03 -8.896236594636091468e+03 4.612356585048552915e+03 -9.516575844067702974e+02 -1.410399757709616330e+06 -3.959344711998390665e+01
3.422088885576423656e-01 6.594605901087124522e+00 1.192168782461578047e+01 2.537753717109804711e+03 -3.989032509670321815e+03 8.554987616123969929e+03 -9.099287336750598115e+03 4.684776079980755640e+03 -9.385153762020383965e+02 -1.397645592399015557e+06 -3.959344711998390665e+01
5.432834414085264685e-01 7.660450037167607640e+00 1.267553732625595586e+01 2.695824020701074005e+03 -4.415861177383877475e+03 8.736650754271471669e+03 -8.705792192874921966e+03 4.253658897522444022e+03 -8.143771654132032154e+02 -1.396545782696298091e+06 -3.959344711998390665e+01
1.828606807711273541e-01 5.605998058680391694e+00 1.102941946256439820e+01 2.567138252617903618e+03 -4.031623152104080873e+03 8.547207626449937379e+03 -9.082282148009078810e+03 4.695667122859345000e+03 -9.455482947150319433e+02 -1.384616730128726456e+06 -3.959344711998390665e+01
3.153090569726439973e-01 6.824185027522192470e+00 1.383641537218850104e+01 2.649746137562441163e+03 -4.300255019002359404e+03 8.883570181124858209e+03 -9.344965863407522193e+03 4.854987028117930095e+03 -9.947653671793939338e+02 -1.381898409717545612e+06 -3.959344711998390665e+01
5.345982211932622796e-01 6.907678259829761913e+00 1.227472439744590282e+01 2.591044891472316067e+03 -4.014479180217968860e+03 8.333709063498958130e+03 -8.805569765962793099e+03 4.574466215949983052e+03 -9.307537165818114318e+02 -1.375682919985944405e+06 -3.959344711998390665e+01
4.146787342350004985e-02 5.401737631934008910e+00 1.199976488300454136e+01 2.687172514082860289e+03 -4.371260514679052903e+03 8.688278108367059758e+03 -8.770808568646056301e+03 4.396316446248739339e+03 -8.779505826812139730e+02 -1.373595607506536646e+06 -3.959344711998390665e+01
7.126998422009360734e-01 7.119497540189826168e+00 1.377057861834882146e+01 2.685048372417090377e+03 -4.275803033526657600e+03 8.419050576978410390e+03 -8.501449601055697713e+03 4.283345621746277175e+03 -8.600017884774121057e+02 -1.335433750782499555e+06 -3.959344711998390665e+01
8.070109600675284822e-01 6.546205568683335585e+00 1.171957483152816515e+01 2.681484639752336534e+03 -4.420799226907131015e+03 8.844976014281912285e+03 -8.833046897437932785e+03 4.294736716123279621e+03 -8.155371464888246464e+02 -1.335227295596827287e+06 -3.959344711998390665e+01
1.785614543131576748e-01 6.826658598174771164e+00 1.252932384995784609e+01 2.665995390832771136e+03 -4.281880209570866100e+03 8.622104369475438943e+03 -8.865131762460645405e+03 4.523975064587011730e+03 -9.143280542092107908e+02 -1.335112595006232616e+06 -3.959344711998390665e+01
9.024368893051673002e-01 7.647602971176313602e+00 1.294785223820037778e+01 2.609322149459208958e+03 -4.180695787977545478e+03 8.744930130842447397e+03 -9.197758815349219731e+03 4.711034571047867757e+03 -9.376809233768345848e+02 -1.323618714274726808e+06 -3.959344711998390665e+01
6.937809268908169402e-01 5.477182711133185222e+00 1.330061252326730958e+01 2.544641522257837096e+03 -3.927362239128582587e+03 8.245824091433047215e+03 -8.603946525058987390e+03 4.339196229367718843e+03 -8.485704801475893646e+02 -1.301498141802030848e+06 -3.959344711998390665e+01
7.369405401857940241e-01 4.997089714957224871e+00 1.360820833273675667e+01 2.673392256333040677e+03 -4.411365077562526494e+03 8.912069576484440404e+03 -8.991353821288870677e+03 4.411384856451995802e+03 -8.436514409125313705e+02 -1.289867485984676983e+06 -3.959344711998390665e+01
4.750775508020121940e-01 5.955510690295323428e+00 1.375095171108393544e+01 2.625166403545135836e+03 -4.103915697863963942e+03 8.328192490275077944e+03 -8.602795824155067749e+03 4.379273949433938469e+03 -8.756753872745365470e+02 -1.284818568008612376e+06 -3.959344711998390665e+01
