# A phi l a0 a1 a2 a3 a4 a5 logL logPrior
5.834931214178758901e-02 5.731147064462638774e+00 1.226139519839959036e+01 2.616044085789491419e+03 -4.149722613283904138e+03 8.525293864715495147e+03 -8.838693134683258904e+03 4.494149398616943472e+03 -8.968560181126822499e+02 2.097850511727190437e+01 -3.959344711998390665e+01
5.936253738826836879e-02 6.031476245989455975e+00 1.236694747912877901e+01 2.606957717841814883e+03 -4.101866605250472276e+03 8.425125127186083773e+03 -8.734536669357941719e+03 4.440361520724713046e+03 -8.858253449110552538e+02 2.099441595157490426e+01 -3.959344711998390665e+01
5.679920451329662640e-02 5.763014826688754866e+00 1.228927225762066655e+01 2.626341899515849946e+03 -4.205135211199087280e+03 8.642417450433982594e+03 -8.960262753656583300e+03 4.556151527888127021e+03 -9.092985336604431268e+02 2.099680502039263175e+01 -3.959344711998390665e+01
5.882147845216969401e-02 5.630000608078709945e+00 1.224057078451137848e+01 2.625596869203488950e+03 -4.202764107221730228e+03 8.641078945617127829e+03 -8.962903578089055372e+03 4.559651915913023004e+03 -9.104494546596035889e+02 2.102915664798416628e+01 -3.959344711998390665e+01
5.777392219698852110e-02 5.908599560646813131e+00 1.232836761636933431e+01 2.615233167851415601e+03 -4.143391847064433023e+03 8.507301205709674832e+03 -8.814726120195422482e+03 4.478958637305262528e+03 -8.931570561830011457e+02 2.108755619993302233e+01 -3.959344711998390665e+01
5.487675233955241483e-02 5.619304585671177854e+00 1.221574499289819826e+01 2.623850222598771779e+03 -4.191918058792681222e+03 8.615287957999900755e+03 -8.933416683356994326e+03 4.543386357093985680e+03 -9.069748997462935449e+02 2.108847138006336763e+01 -3.959344711998390665e+01
5.754484886416179334e-02 5.927521070083885846e+00 1.230641245236467718e+01 2.622056630199408573e+03 -4.182676513098550458e+03 8.596306423148123940e+03 -8.913906461538474105e+03 4.533318276059471827e+03 -9.048841589796051039e+02 2.109497982829529761e+01 -3.959344711998390665e+01
5.926501454397746504e-02 5.702492981627600876e+00 1.226174319112555189e+01 2.633981422878004651e+03 -4.245768247175956276e+03 8.728075124015607798e+03 -9.049696494218118460e+03 4.602368851816473580e+03 -9.187498140751997653e+02 2.110771187758540179e+01 -3.959344711998390665e+01
5.510650021995798509e-02 5.521630693087578479e+00 1.220338381299286468e+01 2.641284760094878493e+03 -4.285053942040990478e+03 8.811978933616701397e+03 -9.138646573099471425e+03 4.649176682842707123e+03 -9.285261304176361818e+02 2.111827913571382709e+01 -3.959344711998390665e+01
5.535757819649050893e-02 5.725708117036297118e+00 1.224750675505960551e+01 2.630978357302675249e+03 -4.230376065866034878e+03 8.696899759214793448e+03 -9.018541264342751674e+03 4.587029609908995553e+03 -9.157773032541139173e+02 2.113984692023327483e+01 -3.959344711998390665e+01
5.639684373012963936e-02 5.739408293854756593e+00 1.226009231536121824e+01 2.636395024447193009e+03 -4.260586594397322187e+03 8.763619913383727180e+03 -9.091350720140975682e+03 4.626235839182733798e+03 -9.241029355308468212e+02 2.123337558717458862e+01 -3.959344711998390665e+01
5.852482212165173447e-02 5.501804666475033301e+00 1.220056459138939431e+01 2.625277016967768759e+03 -4.198143670254829885e+03 8.625154413663016385e+03 -8.939909641949056095e+03 4.544564431103123752e+03 -9.067282203833842686e+02 2.125992182344794301e+01 -3.959344711998390665e+01
5.986803106133484209e-02 5.954443705569009815e+00 1.234675724514571193e+01 2.613913406735775879e+03 -4.137527925848557061e+03 8.497354010113565892e+03 -8.806801897689007092e+03 4.476092327155080056e+03 -8.928122134757421691e+02 2.127660242576462579e+01 -3.959344711998390665e+01
5.825436614547703507e-02 5.552930845210928723e+00 1.222626352797439964e+01 2.636918461951304380e+03 -4.261679519339900253e+03 8.762149948934935310e+03 -9.085801676398630661e+03 4.621323340257490599e+03 -9.226971402201020283e+02 2.129002878533198384e+01 -3.959344711998390665e+01
5.816770684174450701e-02 5.774534501752253135e+00 1.228812983989251961e+01 2.636362895748147821e+03 -4.258781565475038406e+03 8.756264212000391126e+03 -9.079983159989129490e+03 4.618530010458508514e+03 -9.221777313092997019e+02 2.129702036342840898e+01 -3.959344711998390665e+01
5.470957994824437315e-02 5.615936087708893076e+00 1.222557049002824137e+01 2.634235342993802078e+03 -4.248180095446476116e+03 8.735541047912156500e+03 -9.060102909189650745e+03 4.609148272406673641e+03 -9.204316515373869834e+02 2.131369710960660768e+01 -3.959344711998390665e+01
5.723016420017109501e-02 5.468843814293824046e+00 1.216762309602071035e+01 2.631287348548882164e+03 -4.231489677125416165e+03 8.698489440823082987e+03 -9.019796258217429568e+03 4.587656925701730870e+03 -9.159328102115402999e+02 2.132320875129027371e+01 -3.959344711998390665e+01
5.932262035755414553e-02 5.643748245977731948e+00 1.223817834232037960e+01 2.625474796209057786e+03 -4.202689020967172837e+03 8.642208669249062950e+03 -8.965486725127422687e+03 4.561733563988169408e+03 -9.110294616587450491e+02 2.133913569438734470e+01 -3.959344711998390665e+01
5.639232585253514674e-02 5.918382807549894764e+00 1.233561900971021430e+01 2.623086405240914246e+03 -4.187353898983932595e+03 8.604334488648024490e+03 -8.920221689704505479e+03 4.535432952403869422e+03 -9.050670102695920605e+02 2.137511644173669367e+01 -3.959344711998390665e+01
5.640273594129393414e-02 5.657838400210553509e+00 1.223945957908857096e+01 2.633038250237017110e+03 -4.243192690507722546e+03 8.728314385239722469e+03 -9.056341378933060696e+03 4.609315319701831868e+03 -9.209220009547250356e+02 2.141666124188418152e+01 -3.959344711998390665e+01
5.649084256175201241e-02 5.529370872363137401e+00 1.220735213156313570e+01 2.629560807343179022e+03 -4.222495269070716859e+03 8.679933440348471777e+03 -9.000821012740025253e+03 4.578016685162229805e+03 -9.139837492046879106e+02 2.142216545098565916e+01 -3.959344711998390665e+01
5.549063094555239245e-02 5.967658644017978631e+00 1.234834714242075826e+01 2.621482992040328554e+03 -4.180976578680154489e+03 8.595728593015426668e+03 -8.916568348414981301e+03 4.536428827673264095e+03 -9.058820496325207614e+02 2.143749224825761956e+01 -3.959344711998390665e+01
5.635867952434624184e-02 5.729159158682250563e+00 1.226645112384670711e+01 2.640502086906493787e+03 -4.281008253718647211e+03 8.803416024040145203e+03 -9.129386843679199956e+03 4.644102278149224730e+03 -9.274107893837874599e+02 2.144977311929442010e+01 -3.959344711998390665e+01
5.658348639725408608e-02 5.409006385825885665e+00 1.216252710620322119e+01 2.630439166565683081e+03 -4.228292554050809485e+03 8.694665795030990921e+03 -9.018978911671949390e+03 4.588927324120048979e+03 -9.165469226416475976e+02 2.145546522545657808e+01 -3.959344711998390665e+01
5.512293589132194471e-02 5.520866801633792953e+00 1.220272457090236173e+01 2.641179852944001595e+03 -4.284706608761180178e+03 8.811709978116103230e+03 -9.138861677509818037e+03 4.649545894764085460e+03 -9.286541625508929201e+02 2.149264733432401187e+01 -3.959344711998390665e+01
6.016894870484651436e-02 5.947762734372227023e+00 1.233451766011486761e+01 2.624637043421397266e+03 -4.196805415686980268e+03 8.626689042401081679e+03 -8.946014581731733415e+03 4.550006541836372890e+03 -9.082985668695959021e+02 2.156112603109952985e+01 -3.959344711998390665e+01
5.837880773451722266e-02 5.783981646027012147e+00 1.229019208474966796e+01 2.627239552205431664e+03 -4.208877082900859932e+03 8.648430108580832893e+03 -8.965009021959345773e+03 4.558062900364263442e+03 -9.096284748554597854e+02 2.160578688198206265e+01 -3.959344711998390665e+01
5.710106894628635271e-02 5.751533279332394777e+00 1.227677595492418483e+01 2.638618313733243667e+03 -4.272001509363085461e+03 8.786681836749838112e+03 -9.114335447077131903e+03 4.637577794259133952e+03 -9.263283311922866687e+02 2.163893695137719675e+01 -3.959344711998390665e+01
5.757197512492855107e-02 5.681437653798754539e+00 1.226280763172731447e+01 2.635229463882119489e+03 -4.252789541453654238e+03 8.743943784456232606e+03 -9.067698215517655626e+03 4.612591480758181206e+03 -9.210638163237910021e+02 2.164870448353090282e+01 -3.959344711998390665e+01
5.861694387569488934e-02 5.442049753221105846e+00 1.217626298910203353e+01 2.633799867224680838e+03 -4.246241412635989946e+03 8.732197108895181373e+03 -9.057367874321493218e+03 4.608132428909876580e+03 -9.203080989660053319e+02 2.167641742839912666e+01 -3.959344711998390665e+01
5.372209726850012135e-02 5.611981847231807485e+00 1.223237875059277791e+01 2.630505209514984472e+03 -4.226859728394591912e+03 8.687531067053820152e+03 -9.006906336391324658e+03 4.580171049223018599e+03 -9.142260159505929096e+02 2.175920987085806146e+01 -3.959344711998390665e+01
5.724766444935107390e-02 5.637848760060877318e+00 1.224463364641812113e+01 2.624935541728668341e+03 -4.198379631552081264e+03 8.630288392548432967e+03 -8.950434058157323307e+03 4.552835442371672798e+03 -9.090316663943630147e+02 2.183674995490834903e+01 -3.959344711998390665e+01
5.519543517287569395e-02 5.903136634748431533e+00 1.232522254337009038e+01 2.633281247989832991e+03 -4.241291162694540617e+03 8.717215237355627323e+03 -9.037103644756440190e+03 4.595358798176604978e+03 -9.172462051695347327e+02 2.183972356419430838e+01 -3.959344711998390665e+01
5.667864970320407592e-02 5.764304726895495001e+00 1.228520802640737131e+01 2.626341975942021236e+03 -4.205135208890761533e+03 8.642417395955222673e+03 -8.960262827611160901e+03 4.556151498110852117e+03 -9.092984215377930468e+02 2.184299109078239098e+01 -3.959344711998390665e+01
5.859399953480694950e-02 5.994613774349644153e+00 1.234925402403182915e+01 2.626198011786358165e+03 -4.203203163769854655e+03 8.636159977340803380e+03 -8.951791656314446300e+03 4.550948832540379044e+03 -9.080974472977667347e+02 2.184960171004447460e+01 -3.959344711998390665e+01
5.543792318762787164e-02 5.496697810577980903e+00 1.218959839960434977e+01 2.636957833869105343e+03 -4.261547063221362805e+03 8.761234555508395715e+03 -9.084320017503016061e+03 4.620370492698380076e+03 -9.224809218409974392e+02 2.186286203033229825e+01 -3.959344711998390665e+01
5.965732908804101398e-02 5.879373278203663844e+00 1.231069608811237437e+01 2.616184376309836807e+03 -4.150261484232178191e+03 8.525797769323917237e+03 -8.838359631117697063e+03 4.493436461185546250e+03 -8.965818560209188490e+02 2.187987167881081874e+01 -3.959344711998390665e+01
5.579375494194512008e-02 5.636770885409495335e+00 1.222903536418069947e+01 2.638167324967332206e+03 -4.267822103961925677e+03 8.773915565952293036e+03 -9.096684255486890834e+03 4.626132259134447850e+03 -9.234962857302001566e+02 2.190486376346350639e+01 -3.959344711998390665e+01
5.902998876590861282e-02 5.759122967425349238e+00 1.227240750505398914e+01 2.612199609922350646e+03 -4.129433551932491355e+03 8.482548493943853828e+03 -8.793778226108652234e+03 4.470630037784757405e+03 -8.919518525335117829e+02 2.192426971904237476e+01 -3.959344711998390665e+01
5.996407287610509840e-02 5.694734566358069294e+00 1.224468194031214807e+01 2.625517490854663720e+03 -4.201126229325583154e+03 8.634850904264394558e+03 -8.953355415938976876e+03 4.553097342184716581e+03 -9.087714236845500864e+02 2.195049240416699377e+01 -3.959344711998390665e+01
5.732586600041323505e-02 5.481384891680203708e+00 1.218389989030429277e+01 2.623886190510077085e+03 -4.191437552541490732e+03 8.612811973518784725e+03 -8.929292582211810441e+03 4.540464679533700291e+03 -9.062167598115206602e+02 2.201122264034936649e+01 -3.959344711998390665e+01
5.712299224307323953e-02 5.984815044702645359e+00 1.234075354996383389e+01 2.624131102750510763e+03 -4.194298871301695726e+03 8.621786995299737100e+03 -8.941216042391693918e+03 4.547627374801583755e+03 -9.078193761904738039e+02 2.208833587428708611e+01 -3.959344711998390665e+01
5.567977755977382426e-02 5.689317288728248379e+00 1.225794000205717538e+01 2.635822636305758806e+03 -4.255147681840417135e+03 8.746974385738622004e+03 -9.068562298050832396e+03 4.611725997950877172e+03 -9.205976484321275848e+02 2.210183909038463668e+01 -3.959344711998390665e+01
5.378631000175510685e-02 5.797877472759233264e+00 1.228492727118039873e+01 2.631995772671995383e+03 -4.235686565005856210e+03 8.708030987224408818e+03 -9.030223797863707659e+03 4.593153613390681130e+03 -9.170568114770376269e+02 2.211538915741648026e+01 -3.959344711998390665e+01
5.631340002188350152e-02 5.692928058866213448e+00 1.224257964641789620e+01 2.620766948055048488e+03 -4.175455474296652028e+03 8.580638961219234261e+03 -8.897445600752731480e+03 4.524943441374697613e+03 -9.032347815449588779e+02 2.213984512135808558e+01 -3.959344711998390665e+01
5.653175128574222663e-02 5.697103576260044377e+00 1.226185003230929915e+01 2.634772344219291881e+03 -4.249851722880606758e+03 8.736797559566051859e+03 -9.059337935537754674e+03 4.607837562471438105e+03 -9.200054247212679002e+02 2.214308767272121869e+01 -3.959344711998390665e+01
5.947827949172214412e-02 5.799100865710991037e+00 1.229112565309112348e+01 2.619493618996302757e+03 -4.169132608170769345e+03 8.567869882641418371e+03 -8.884310469506252048e+03 4.518083206648102532e+03 -9.017866084214400644e+02 2.214783009166803396e+01 -3.959344711998390665e+01
5.834390513069141054e-02 5.390221620087087828e+00 1.216240334763717534e+01 2.629671611160757038e+03 -4.221978081336225841e+03 8.676354457011666454e+03 -8.994390585736253342e+03 4.573291743248505554e+03 -9.127347101353331027e+02 2.214798761569326047e+01 -3.959344711998390665e+01
5.415142090097856825e-02 5.835064164359803129e+00 1.229552564096524669e+01 2.632016701761657259e+03 -4.235716576165220431e+03 8.708014840275778624e+03 -9.030208295175996682e+03 4.593180359059148032e+03 -9.170742698560394501e+02 2.215367306290056604e+01 -3.959344711998390665e+01
5.799787265090291383e-02 5.798952560954957036e+00 1.227951101339624351e+01 2.630182197300917778e+03 -4.225937269613558783e+03 8.687424196100122572e+03 -9.008843155290767754e+03 4.582271044253258879e+03 -9.148811905104417974e+02 2.217651151355402916e+01 -3.959344711998390665e+01
5.611498168211876553e-02 5.732235320434706516e+00 1.225933153335139458e+01 2.636826285635468594e+03 -4.262010087070698319e+03 8.764716331017198172e+03 -9.090472234708717224e+03 4.624736628603556710e+03 -9.235855738491835609e+02 2.218155407512981725e+01 -3.959344711998390665e+01
5.647529222224764028e-02 5.531505692594157253e+00 1.220059578688328195e+01 2.629560111976997177e+03 -4.222495121810071396e+03 8.679933955119511666e+03 -9.000820489364785317e+03 4.578016938200049481e+03 -9.139839910996317940e+02 2.220040798843911034e+01 -3.959344711998390665e+01
5.807773856289611542e-02 6.083876534444829787e+00 1.237742674357370376e+01 2.617352568680492823e+03 -4.158108001067131227e+03 8.545568066144251134e+03 -8.862063748928710993e+03 4.507083686278216192e+03 -8.996204313137085364e+02 2.226309441450577609e+01 -3.959344711998390665e+01
5.625259369115380437e-02 5.653144306758891346e+00 1.224225035312451126e+01 2.640517374824830313e+03 -4.281033405361696168e+03 8.803404390345824140e+03 -9.129371034331694318e+03 4.644126054132119862e+03 -9.274287584174841186e+02 2.228381758465509321e+01 -3.959344711998390665e+01
5.753756861714892645e-02 5.680561699056381642e+00 1.225279027132493326e+01 2.629530056213225635e+03 -4.222445681097337911e+03 8.679956511271086129e+03 -9.000852091464494151e+03 4.577969925304394565e+03 -9.139478876696332463e+02 2.237364099826378450e+01 -3.959344711998390665e+01
5.644107655645759503e-02 5.884719551369284929e+00 1.230663811101088534e+01 2.627465506326685045e+03 -4.212749168645626924e+03 8.662292579036640745e+03 -8.985311889103091744e+03 4.571423734022801000e+03 -9.129072850436492672e+02 2.242619816941133237e+01 -3.959344711998390665e+01
5.746721333610142063e-02 5.560086680341440157e+00 1.220754689731400511e+01 2.632788305164869598e+03 -4.238608174408240302e+03 8.711640404276729896e+03 -9.031611408420776570e+03 4.592817562536560217e+03 -9.168119697995346087e+02 2.247030212503170787e+01 -3.959344711998390665e+01
5.812341605182380633e-02 5.701501999219158456e+00 1.225559334685019230e+01 2.623166898247713107e+03 -4.189182948332201704e+03 8.610905166836560966e+03 -8.929685138441613162e+03 4.541566525614332022e+03 -9.065570374321438294e+02 2.249984579406809360e+01 -3.959344711998390665e+01
5.688966980815955005e-02 5.812100739588964338e+00 1.230194476027495654e+01 2.620920222806599213e+03 -4.175525211361547008e+03 8.578804878053006178e+03 -8.893087758666937589e+03 4.521282756677216639e+03 -9.021788552972451498e+02 2.254312573769984596e+01 -3.959344711998390665e+01
5.808945150380086242e-02 5.780297677146156055e+00 1.228035523928454786e+01 2.623107398556275257e+03 -4.187762910559891679e+03 8.606142200943450007e+03 -8.923458338013750108e+03 4.537985500395267081e+03 -9.058015335638460783e+02 2.254920152428139701e+01 -3.959344711998390665e+01
5.812023795406253551e-02 5.705563481584227326e+00 1.225882387309606614e+01 2.629111757387706348e+03 -4.220617946846002269e+03 8.676914791552369934e+03 -8.998515763931160109e+03 4.577217354992002583e+03 -9.138978956339745991e+02 2.255730145610588977e+01 -3.959344711998390665e+01
5.992380078494503187e-02 5.955174550608106188e+00 1.233941115116295606e+01 2.617512560522449803e+03 -4.158000046990498959e+03 8.542966228737355777e+03 -8.856599663272401813e+03 4.502751386080733937e+03 -8.984153832876966135e+02 2.260809338690756221e+01 -3.959344711998390665e+01
5.522378589665134785e-02 5.609547438360007909e+00 1.221570622496448344e+01 2.636778924067125445e+03 -4.262012112574793719e+03 8.765276240344330290e+03 -9.091693626677601060e+03 4.625738495000815419e+03 -9.238768537835782126e+02 2.265783489582755550e+01 -3.959344711998390665e+01
5.682044906060332301e-02 5.556298376006228779e+00 1.220586128327737363e+01 2.625175959897444500e+03 -4.197355164725843679e+03 8.623161345750126202e+03 -8.937776652224278223e+03 4.543626218674960910e+03 -9.066145444594826586e+02 2.267103405985684716e+01 -3.959344711998390665e+01
5.717580469776512020e-02 5.724839982520365744e+00 1.227137834325838028e+01 2.621495611449335229e+03 -4.178864859355161570e+03 8.586573345999360754e+03 -8.902051722680038438e+03 4.526354521351154290e+03 -9.032931662510619617e+02 2.269316920451441177e+01 -3.959344711998390665e+01
5.579412922451572332e-02 5.763798527880913625e+00 1.228626706737614072e+01 2.625127013733051626e+03 -4.196930790308763790e+03 8.621648991497026145e+03 -8.935220684593854457e+03 4.541613400041163914e+03 -9.060232257499528714e+02 2.270135151327308520e+01 -3.959344711998390665e+01
5.564664902244303990e-02 5.907015210409639394e+00 1.232922019956172122e+01 2.627923421065513139e+03 -4.212772711966736097e+03 8.656987045301641047e+03 -8.974037286795399268e+03 4.562628191699830495e+03 -9.105123247748983886e+02 2.270671477452770404e+01 -3.959344711998390665e+01
5.775597138093194194e-02 5.634237801112349509e+00 1.223564437150594131e+01 2.622180701105863136e+03 -4.183149700403319912e+03 8.596920379896631857e+03 -8.914153861400560345e+03 4.533244680256602805e+03 -9.048301696447452969e+02 2.270966253794470902e+01 -3.959344711998390665e+01
5.691084447803347601e-02 5.612477657196054182e+00 1.223024933255034874e+01 2.637242857816953801e+03 -4.262866855685902010e+03 8.763316153393805507e+03 -9.085390896125454674e+03 4.620146229866179965e+03 -9.222352001085579332e+02 2.271464383543757037e+01 -3.959344711998390665e+01
5.497996779356833369e-02 5.733710450268032943e+00 1.226464021121489978e+01 2.628507258462742811e+03 -4.215940782829356976e+03 8.664103248916509983e+03 -8.982284399715817926e+03 4.567506048314139662e+03 -9.116745649325287104e+02 2.274454773783309491e+01 -3.959344711998390665e+01
5.552042975123049756e-02 5.558622801806071934e+00 1.220635727141964644e+01 2.630596349293876301e+03 -4.228501292357158491e+03 8.693453029109270574e+03 -9.015573489448815963e+03 4.585837105694567981e+03 -9.156001487598813355e+02 2.274898449877455064e+01 -3.959344711998390665e+01
5.877476139241995245e-02 5.748560340495640908e+00 1.225995454612411883e+01 2.629031238577244949e+03 -4.221219261536073645e+03 8.680301993351853525e+03 -9.004130258593095277e+03 4.581088210444122524e+03 -9.148594398619376307e+02 2.275189928505518466e+01 -3.959344711998390665e+01
5.824096751953067308e-02 5.780427060958041707e+00 1.228821667270972817e+01 2.630143776255216835e+03 -4.226339412467414149e+03 8.689389593540900023e+03 -9.011842484121745656e+03 4.584174268962119640e+03 -9.153120729770598700e+02 2.276332202380664782e+01 -3.959344711998390665e+01
5.620080318796179253e-02 5.975905545692373089e+00 1.233409892115141382e+01 2.618477908521341760e+03 -4.164108412037874587e+03 8.558236660094948093e+03 -8.875337627469189101e+03 4.513999319467865462e+03 -9.010537483410136019e+02 2.276934844331366392e+01 -3.959344711998390665e+01
5.745251321593382310e-02 5.612091420043197942e+00 1.222029069644169574e+01 2.636655611394250627e+03 -4.262014834068942037e+03 8.766656653048632506e+03 -9.094523813101164706e+03 4.627878706101564603e+03 -9.244414329504959369e+02 2.277621634397352324e+01 -3.959344711998390665e+01
5.740521480563781642e-02 5.504848094148318438e+00 1.218824068970523022e+01 2.638917626640772141e+03 -4.273811346765421149e+03 8.790940118393345983e+03 -9.119178886569467068e+03 4.640225594355499197e+03 -9.268824958329596484e+02 2.278599492156710227e+01 -3.959344711998390665e+01
5.702437677928939852e-02 5.741544940698246613e+00 1.226412494709657786e+01 2.619407482612260083e+03 -4.168126331156226115e+03 8.564436550867712867e+03 -8.879156459636420550e+03 4.514482544704159409e+03 -9.008294841942762332e+02 2.280792495476963921e+01 -3.959344711998390665e+01
5.551005916315650268e-02 5.529182063576123518e+00 1.219933926004396696e+01 2.637881637096437316e+03 -4.265556272236338373e+03 8.767958899071016276e+03 -9.089713972032399397e+03 4.622405819944128780e+03 -9.227611596090038120e+02 2.281571376186471767e+01 -3.959344711998390665e+01
5.632306497664130163e-02 5.502479033063399250e+00 1.219398944280886177e+01 2.634214607103338039e+03 -4.245885332423591535e+03 8.726085428326992769e+03 -9.045479217743471963e+03 4.599217038146300183e+03 -9.179374283354396766e+02 2.286958224092836289e+01 -3.959344711998390665e+01
5.670399868467668886e-02 5.673036712819957472e+00 1.225542627251228289e+01 2.624016130974381213e+03 -4.190972163274141167e+03 8.609163412976402469e+03 -8.922429923740748563e+03 4.535197411997194649e+03 -9.047609247752908459e+02 2.288816410872013307e+01 -3.959344711998390665e+01
5.799155116527855008e-02 5.796416624222557878e+00 1.228587275402427181e+01 2.621883773012837537e+03 -4.183259324613916760e+03 8.600490153546710644e+03 -8.921097185766444454e+03 4.538343196897241796e+03 -9.061483199788601723e+02 2.289937515576039928e+01 -3.959344711998390665e+01
5.506803698934648744e-02 5.639892079943314762e+00 1.223152246376196928e+01 2.633411478539750988e+03 -4.243571834000635135e+03 8.725397993994145509e+03 -9.049122008434860618e+03 4.603306882641024458e+03 -9.192111262711802055e+02 2.291962419895367731e+01 -3.959344711998390665e+01
5.831697807209913070e-02 5.691683372599841029e+00 1.224822933640749056e+01 2.630521481232941369e+03 -4.227510892708869505e+03 8.690173652981458872e+03 -9.011103589000029388e+03 4.583145264929885343e+03 -9.150097297550075837e+02 2.293588523411757762e+01 -3.959344711998390665e+01
5.613630816106982696e-02 5.856890957125637343e+00 1.229907046326085052e+01 2.620699211319761616e+03 -4.173490899329342938e+03 8.572865990004240302e+03 -8.885376027864616844e+03 4.516630696924856238e+03 -9.011112587068386119e+02 2.294902312193350369e+01 -3.959344711998390665e+01
5.805858072617844923e-02 5.905970832854672281e+00 1.232628684012036224e+01 2.619366124846501407e+03 -4.168932480448498609e+03 8.568306053102727674e+03 -8.885412911356477707e+03 4.518812660783104548e+03 -9.019272806135902556e+02 2.298139436267290847e+01 -3.959344711998390665e+01
5.561006661670074569e-02 5.723539666408875348e+00 1.225437248408089630e+01 2.630978828395249820e+03 -4.230376329391527179e+03 8.696899228941952970e+03 -9.018541704652061526e+03 4.587029540979026933e+03 -9.157767691693919687e+02 2.299856057980725055e+01 -3.959344711998390665e+01
5.465832918804147678e-02 5.586054052746050935e+00 1.221985945378391314e+01 2.632095949844926054e+03 -4.236203551640491241e+03 8.709434956646180581e+03 -9.032391387965019021e+03 4.594820199517645960e+03 -9.175426967513617456e+02 2.303422227708086467e+01 -3.959344711998390665e+01
5.572345155273316503e-02 5.622714958229622972e+00 1.222657892907638910e+01 2.625135737242700543e+03 -4.197680960266459806e+03 8.624945157770480364e+03 -8.940710222813424480e+03 4.545654193111664426e+03 -9.071270225362744668e+02 2.304007119459050656e+01 -3.959344711998390665e+01
5.884681712713809437e-02 5.764351060979860719e+00 1.228508554777371486e+01 2.626340996486586846e+03 -4.205135717126089730e+03 8.642417292278289096e+03 -8.960262569273276313e+03 4.556152096547682049e+03 -9.092974866116649082e+02 2.308604244470022593e+01 -3.959344711998390665e+01
5.824065927185198555e-02 5.554053629269507297e+00 1.221724967786244598e+01 2.624871182302042598e+03 -4.198271503666390345e+03 8.630335787354055356e+03 -8.950503305816118882e+03 4.552734645705235380e+03 -9.089531400390811768e+02 2.310000413484569748e+01 -3.959344711998390665e+01
5.769035948164579625e-02 5.867154812427433086e+00 1.231403076492893156e+01 2.629287696842315654e+03 -4.219871280046044376e+03 8.671625235183415498e+03 -8.988976840535748124e+03 4.570153261746034332e+03 -9.120045771362562164e+02 2.315514015346213483e+01 -3.959344711998390665e+01
5.807581063232097190e-02 5.887291104277453613e+00 1.231736142255545019e+01 2.627893547293395386e+03 -4.213241990407720550e+03 8.659460210610974173e+03 -8.978283663596610495e+03 4.565710547163314914e+03 -9.113230167206658052e+02 2.316864742558949075e+01 -3.959344711998390665e+01
5.626591122053253152e-02 5.888789093309959810e+00 1.232274144097806889e+01 2.624053129794672714e+03 -4.191981800330868282e+03 8.612845510349026881e+03 -8.927695790554025734e+03 4.538541802533397458e+03 -9.055497067693039526e+02 2.321030812547692435e+01 -3.959344711998390665e+01
5.877237379955282948e-02 5.849901005971920753e+00 1.230640567616561754e+01 2.617491638224291819e+03 -4.156904364391134550e+03 8.538907293965481585e+03 -8.850957083507501011e+03 4.499348817775146017e+03 -8.976694176201768869e+02 2.321072740717502825e+01 -3.959344711998390665e+01
5.655798708540558245e-02 5.845839013238747661e+00 1.228817520442296107e+01 2.621683010470367662e+03 -4.181142594530018869e+03 8.594152914367754420e+03 -8.912890460460366739e+03 4.533462947601353335e+03 -9.050529766707852559e+02 2.321714014086993672e+01 -3.959344711998390665e+01
5.633585622984301627e-02 5.563631877210760912e+00 1.221736017232169758e+01 2.640002095025487506e+03 -4.278438283261580182e+03 8.798387822877504732e+03 -9.124730622234714247e+03 4.642075299872793039e+03 -9.270828804390113191e+02 2.323504429220590950e+01 -3.959344711998390665e+01
5.924516346330277461e-02 5.703311976351359114e+00 1.226007507788133566e+01 2.625986911549280649e+03 -4.203970578972480325e+03 8.641597951210222163e+03 -8.961185693624780470e+03 4.557555888549676638e+03 -9.097714637860029825e+02 2.325070729000752934e+01 -3.959344711998390665e+01
5.830106635171374702e-02 5.631781578703883184e+00 1.223610564795614231e+01 2.630670149429859521e+03 -4.229042526315312898e+03 8.694934604062031212e+03 -9.017569621048918634e+03 4.587163693560569300e+03 -9.159446487401988861e+02 2.325948662803903133e+01 -3.959344711998390665e+01
5.621938942146936097e-02 5.740701538687510208e+00 1.226676694851023264e+01 2.633023234253189457e+03 -4.241906647415766201e+03 8.722602612454604241e+03 -9.046859854069900393e+03 4.602450241025672767e+03 -9.190959461956441601e+02 2.326807810323878556e+01 -3.959344711998390665e+01
5.947687070170191298e-02 5.634031540039813990e+00 1.222564771655138038e+01 2.625490607297149381e+03 -4.200958536182669377e+03 8.634629960140846379e+03 -8.953460973989640479e+03 4.553423566641406978e+03 -9.089113300411499949e+02 2.327147560844558427e+01 -3.959344711998390665e+01
5.518984365023682503e-02 5.594921549012803474e+00 1.221356840686051193e+01 2.631549090387056367e+03 -4.233177597573085222e+03 8.702505183820234379e+03 -9.024317127746966435e+03 4.590110954454256898e+03 -9.164557164513722682e+02 2.327404267609730226e+01 -3.959344711998390665e+01
5.765653443272401868e-02 6.016314592644223858e+00 1.235958927548349529e+01 2.624753088710796874e+03 -4.196818790454180089e+03 8.625360248054623298e+03 -8.943160278873288917e+03 4.547774507237259058e+03 -9.076936333226157103e+02 2.329387752451869531e+01 -3.959344711998390665e+01
