    0.531261104342014456E+00    0.782900411681800392E+02    0.187143640829739937E+02    0.763058369985605278E+01   -0.102978330922271889E+05   -0.576288852668248182E+04   -0.185771336531280144E+04    0.152322043065148677E+03    0.118962452955701519E+05    0.816561291130882552E+02
    0.526513161389632556E+00    0.781897386309410933E+02    0.184850683084266443E+02    0.717184377776551329E+01   -0.105370143189889859E+05   -0.587514860694713298E+04   -0.189340357494269119E+04    0.155292635723562967E+03    0.121324494577894420E+05    0.816789096721052204E+02
    0.584064346465390405E+00    0.783370396905215500E+02    0.189888214309821173E+02    0.606215944543861074E+01   -0.965107411496574787E+04   -0.545581721926621867E+04   -0.176490375703930044E+04    0.145706292014525644E+03    0.112561523027415424E+05    0.819777580164177095E+02
    0.568839328116478971E+00    0.783061849356949011E+02    0.187607394714892699E+02    0.591907756574655064E+01   -0.101993969549872472E+05   -0.571446810779819225E+04   -0.184515143802242005E+04    0.151966417500036869E+03    0.117981940488356140E+05    0.822806645042048501E+02
    0.536643884034827434E+00    0.783362667728017925E+02    0.184916805327228424E+02    0.701854045661248449E+01   -0.102646973267531812E+05   -0.574722291238287653E+04   -0.185285650205461320E+04    0.151956119274297293E+03    0.118634775073671299E+05    0.825039705988106107E+02
    0.578507274113739700E+00    0.784038983653483967E+02    0.187267237939127469E+02    0.639541819709056636E+01   -0.964586180231556136E+04   -0.545279215279106029E+04   -0.176467048442317559E+04    0.145878399237594323E+03    0.112507617218323685E+05    0.826639139614330247E+02
    0.556325092564104007E+00    0.783812511973652164E+02    0.188573789778844656E+02    0.652323605736397649E+01   -0.995285304516758515E+04   -0.559931391677255851E+04   -0.180802993629517141E+04    0.148716298046238421E+03    0.115548957316398191E+05    0.826940549032751591E+02
    0.543456301805377184E+00    0.783116808784377270E+02    0.187269973203709945E+02    0.621123181479139941E+01   -0.103838750284676153E+05   -0.580304885856276724E+04   -0.187080319322038372E+04    0.153474751384471858E+03    0.119811431710230754E+05    0.841653242690206014E+02
    0.587360933213743608E+00    0.784188677169167363E+02    0.189917790596025107E+02    0.659336749095964070E+01   -0.961550292897029431E+04   -0.543796496432886306E+04   -0.176057644956540798E+04    0.145712764177462560E+03    0.112205788204810397E+05    0.842918794909030851E+02
    0.518263544637023621E+00    0.782318127676836355E+02    0.186340441443218445E+02    0.742265514748368549E+01   -0.105700575138179811E+05   -0.589162491060244611E+04   -0.189731487975513983E+04    0.155311077694849956E+03    0.121654693426109989E+05    0.843068529391651538E+02
    0.523898607027761698E+00    0.782474292622202370E+02    0.186765290835481998E+02    0.780353275935252277E+01   -0.104612783341458307E+05   -0.584009189575653909E+04   -0.188157631367933573E+04    0.154153914826515120E+03    0.120578518532531252E+05    0.845358867748377065E+02
    0.535469380839985631E+00    0.784014367358552988E+02    0.185505574439759293E+02    0.751319405284107233E+01   -0.101353358594854071E+05   -0.568593947732205106E+04   -0.183415640639828575E+04    0.150587101990604481E+03    0.117354837725423458E+05    0.846092448507677091E+02
    0.561918156856321183E+00    0.782796939030094734E+02    0.188359771359058819E+02    0.685116705507753387E+01   -0.103013650165019226E+05   -0.576222229807132317E+04   -0.186058029667213032E+04    0.153278240182355034E+03    0.118988544125340122E+05    0.847946890423326920E+02
    0.512706840959558319E+00    0.783133651572081533E+02    0.185792404421172890E+02    0.780427070571246428E+01   -0.103456098615452865E+05   -0.578655927605286251E+04   -0.186374098479514942E+04    0.152441103209921579E+03    0.119438886306741551E+05    0.848848821583771240E+02
    0.527348246464509507E+00    0.781883611585853657E+02    0.186587536098829574E+02    0.754755312944229573E+01   -0.104441499125279443E+05   -0.583158182987809778E+04   -0.187964057920276127E+04    0.154142897916105397E+03    0.120407407317249708E+05    0.849101376507040300E+02
    0.548033358110317836E+00    0.783367727177961797E+02    0.189406445394045981E+02    0.747095852980147512E+01   -0.999252861006705461E+04   -0.561833548112419339E+04   -0.181356861119348400E+04    0.149050051312177175E+03    0.115942323625790050E+05    0.850904784035034538E+02
    0.526760839099810418E+00    0.782103701972383192E+02    0.186246432492069403E+02    0.718800852236053345E+01   -0.105095484225884629E+05   -0.586300348526159178E+04   -0.188867767921906739E+04    0.154663535339972469E+03    0.121056140108780237E+05    0.851502872986612687E+02
    0.555267803834735840E+00    0.783158794263058979E+02    0.187273670071579019E+02    0.700011596400797753E+01   -0.102842919805591482E+05   -0.575411905924864095E+04   -0.185808830020941673E+04    0.153107227141837910E+03    0.118819444298231192E+05    0.852680426416834507E+02
    0.561532169276532600E+00    0.782625093069224391E+02    0.186070894713965487E+02    0.604060581087358894E+01   -0.102122212304183740E+05   -0.572071750628619702E+04   -0.184695244466850795E+04    0.152051645702901141E+03    0.118109266667553802E+05    0.854630279902029741E+02
    0.564697499958455862E+00    0.782627302603090271E+02    0.190315664242212463E+02    0.638767694461970770E+01   -0.101922165253403709E+05   -0.571056321249698067E+04   -0.184470458230603367E+04    0.152097268037583035E+03    0.117908901614314982E+05    0.855755851052221743E+02
    0.583621979935652235E+00    0.782700959485054426E+02    0.189423798400558425E+02    0.611659051139672183E+01   -0.994340904578228219E+04   -0.559232074052766984E+04   -0.180906672588326433E+04    0.149598763927256101E+03    0.115445934503126209E+05    0.857160263557012030E+02
    0.546873729691432775E+00    0.783694583675563905E+02    0.186609972676699059E+02    0.732972836467973821E+01   -0.100479334408142695E+05   -0.564490583027039975E+04   -0.182125670891067944E+04    0.149514777849712061E+03    0.116491637919625136E+05    0.857191287220119875E+02
    0.538548661241252224E+00    0.782900193775361970E+02    0.188301521501404032E+02    0.710193249810033578E+01   -0.102514778366338196E+05   -0.574057551967085601E+04   -0.185144557582208972E+04    0.151979827003455142E+03    0.118502402175820316E+05    0.857200972801264527E+02
    0.544761783550683054E+00    0.782956058728809268E+02    0.187058888733147803E+02    0.728154441624340709E+01   -0.999532863864740830E+04   -0.561942882678395199E+04   -0.181424504294040185E+04    0.149176641840534529E+03    0.115969037913727825E+05    0.858154939764298348E+02
    0.516903167041228073E+00    0.782986553232690312E+02    0.185760049317969411E+02    0.830695791464547639E+01   -0.104817205755711948E+05   -0.585003153744843439E+04   -0.188429426632799823E+04    0.154273324871746979E+03    0.120781700396295782E+05    0.858255792181630568E+02
    0.544571464679058370E+00    0.783734482464145401E+02    0.185468827395966969E+02    0.703644795751339736E+01   -0.100681074299875108E+05   -0.565436933979301284E+04   -0.182432062023107346E+04    0.149770604808802148E+03    0.116690791271540238E+05    0.858425702382869531E+02
    0.545929918277458848E+00    0.783881468605910641E+02    0.186352106706963774E+02    0.668670704071997601E+01   -0.992520506016222134E+04   -0.558676874605318426E+04   -0.180343091754591455E+04    0.148200841357069493E+03    0.115277522778050024E+05    0.858618165425479560E+02
    0.556262458462537968E+00    0.783566118299496566E+02    0.187936081108304975E+02    0.740357466222779781E+01   -0.101140080835276676E+05   -0.567429594150401590E+04   -0.183261177619827822E+04    0.150960589360691415E+03    0.117138097628240230E+05    0.859337870339149106E+02
    0.587196638617736077E+00    0.783459468071732914E+02    0.189528197849801856E+02    0.565238668217557816E+01   -0.981988110589401913E+04   -0.553431042397742567E+04   -0.179065118294613239E+04    0.148075955649145641E+03    0.114225920327327767E+05    0.860020930034283992E+02
    0.527668160416271514E+00    0.782921097328419364E+02    0.186105756668020668E+02    0.776040990708371670E+01   -0.104562251104648913E+05   -0.583761896070118473E+04   -0.188105476571152417E+04    0.154142018155972522E+03    0.120528151099360512E+05    0.860145917637441784E+02
    0.518477323230237874E+00    0.783130838496348929E+02    0.186219195032325615E+02    0.751906766236556390E+01   -0.105198632151988877E+05   -0.586808184400995833E+04   -0.188985702691955521E+04    0.154684274892083238E+03    0.121159034006521961E+05    0.860186251890650198E+02
    0.538654678619692184E+00    0.782623070453927312E+02    0.187239329525872762E+02    0.815389441617289989E+01   -0.102563920784247584E+05   -0.574271084887147572E+04   -0.185235276535383628E+04    0.152105917753235445E+03    0.118550289083688785E+05    0.860240069998586563E+02
    0.554075220668530544E+00    0.782695830258798253E+02    0.188141678962453405E+02    0.632842665258676984E+01   -0.101719623692996229E+05   -0.570254395404452225E+04   -0.184032886542609845E+04    0.151269537136416176E+03    0.117714514965993185E+05    0.860634288863930266E+02
    0.556925418794098737E+00    0.782479200809453772E+02    0.188091140596029156E+02    0.627044303709156114E+01   -0.101068297815384667E+05   -0.567152342024709287E+04   -0.183109443679986452E+04    0.150648799434890549E+03    0.117069404367124826E+05    0.861058012352878990E+02
    0.545877264288376796E+00    0.782553856394893756E+02    0.187444757835975970E+02    0.660773923306329536E+01   -0.104617601685984919E+05   -0.583926906871834217E+04   -0.188271624569093615E+04    0.154567167234771802E+03    0.120579392255095081E+05    0.862100748520843183E+02
    0.533509031412236046E+00    0.782343677806179301E+02    0.185697656537185587E+02    0.687339344414904918E+01   -0.104388461473360057E+05   -0.582870650682217183E+04   -0.187906515160148160E+04    0.154212204468567876E+03    0.120353691516048766E+05    0.862400320205581750E+02
