

    0.168309248599596375E-97    0.302959161237216449E+04    0.148761341190212049E+01    0.893111248518385139E+02    0.394528876473948031E+02    0.703819786328227615E+01   -0.101245731659158464E+05   -0.568622238206090879E+04   -0.181343684002619761E+04    0.146381731505291043E+03    0.117296145043693432E+05
    0.493921620898781542E-97    0.302736703622132154E+04    0.131164049863190790E+01    0.897344598101547177E+02    0.390867944499724445E+02    0.709226165852017854E+01   -0.990352344469847594E+04   -0.558715346007667995E+04   -0.177760142200096675E+04    0.142037461037224830E+03    0.115127604073469465E+05
    0.964785818293539656E-95    0.301674620870932085E+04    0.127092631157678371E+01    0.888417740227060051E+02    0.381459688009902251E+02    0.878905526875188237E+01   -0.105055047563232874E+05   -0.586782499722263310E+04   -0.186952776628254446E+04    0.150284054938671090E+03    0.121064941363644666E+05
    0.184640084723483021E-94    0.301537660532104883E+04    0.146223492408737887E+01    0.892877954508218323E+02    0.386359522844347296E+02    0.551934698122764900E+01   -0.104832633662022599E+05   -0.585818755046429396E+04   -0.186377757897240326E+04    0.149451055172675723E+03    0.120851882297434677E+05
    0.147723005747206175E-92    0.300654097538724773E+04    0.134818634926049441E+01    0.894729373073984391E+02    0.397985975135784145E+02    0.768411006654825801E+01   -0.985748882205493283E+04   -0.556493638025956716E+04   -0.177128963814021404E+04    0.141679964223650074E+03    0.114671475071743698E+05
    0.412297393031901423E-92    0.300441673485716092E+04    0.118783278952517524E+01    0.890136902570542361E+02    0.372680141713763007E+02    0.630968115483703063E+01   -0.960217823814474468E+04   -0.545054500922627813E+04   -0.172942325639571550E+04    0.136630639998654630E+03    0.112167041781442022E+05
    0.133877394722317938E-91    0.300198977710044073E+04    0.106344996525165802E+01    0.886190952316968321E+02    0.373013593043943956E+02    0.802918469244633570E+01   -0.104003853347842723E+05   -0.582339990727302757E+04   -0.185101799000049914E+04    0.147354068688847804E+03    0.120041294696312925E+05
    0.143847957439198737E-91    0.300177468358041324E+04    0.136640515351029079E+01    0.892366963271032176E+02    0.391723633503083377E+02    0.745759385085586324E+01   -0.103909808029857340E+05   -0.581490032193510433E+04   -0.185057901091744384E+04    0.148396498779256149E+03    0.119939171856722223E+05
    0.265877580172378394E-90    0.299586952664844875E+04    0.119586947254238929E+01    0.888844879942943749E+02    0.381949237996120274E+02    0.784248796138233395E+01   -0.104082422759363708E+05   -0.582672489594817489E+04   -0.185150750522217299E+04    0.147395437148697937E+03    0.120120515124157282E+05
    0.476099753183526534E-90    0.299463291523730504E+04    0.110107337478310696E+01    0.897533030751434495E+02    0.388421163932914197E+02    0.773450723333095169E+01   -0.103757442734615561E+05   -0.581266025428264129E+04   -0.184626324381297400E+04    0.146667649731581690E+03    0.119801937516016205E+05
    0.834375926157182644E-90    0.299343937335827286E+04    0.150540671095623302E+01    0.898067720669810683E+02    0.395246487928557571E+02    0.729525854094673232E+01   -0.983971555634043762E+04   -0.555289633259200946E+04   -0.177052108400972793E+04    0.142700400349010295E+03    0.114484405920271165E+05
    0.276766004718384608E-89    0.299096979790227988E+04    0.119423805911119096E+01    0.885752688116667599E+02    0.376839979953265924E+02    0.842737029310818997E+01   -0.104947231082178350E+05   -0.586446673059720888E+04   -0.186703913359459011E+04    0.149584121626769445E+03    0.120963583312825576E+05
    0.938295884478698748E-89    0.298845658345032598E+04    0.119883112772744038E+01    0.896101039928899468E+02    0.395349984342278020E+02    0.807312950872619695E+01   -0.100417384365652451E+05   -0.565461760275886991E+04   -0.179688795665636621E+04    0.142887956918045603E+03    0.116500635491263201E+05
    0.560291080790664651E-88    0.298481120250356344E+04    0.124884827989033176E+01    0.893207988184257147E+02    0.378941708977378013E+02    0.630160948186488401E+01   -0.987988987407187597E+04   -0.557785771023510279E+04   -0.177306777378112997E+04    0.141149381270546229E+03    0.114899669487993706E+05
    0.161332735445915933E-87    0.298262457879351678E+04    0.150553144022098628E+01    0.891684416121684507E+02    0.397327182977597388E+02    0.630785260021617944E+01   -0.100938388300720781E+05   -0.566978468412689199E+04   -0.181128826847715391E+04    0.146809871480175048E+03    0.116985122516212232E+05
    0.105888264992923163E-86    0.297879014899172853E+04    0.161374515036336375E+01    0.893027550977956537E+02    0.390631849129741795E+02    0.545217290202145044E+01   -0.100894862224072676E+05   -0.566890377481524411E+04   -0.180841212985872630E+04    0.146155596394274511E+03    0.116948461355134241E+05
    0.610176259898317150E-86    0.297521599355676290E+04    0.127254243474032869E+01    0.899004742595362814E+02    0.397991967934524595E+02    0.822309575438969276E+01   -0.972746235743454235E+04   -0.550764051242078312E+04   -0.174919004748846919E+04    0.138732046401060018E+03    0.113399777958907271E+05
    0.147066560353323292E-84    0.296877994979388495E+04    0.128152781671835081E+01    0.886880544229877046E+02    0.372192382073367511E+02    0.701331111686279396E+01   -0.951519308602059755E+04   -0.540375960547492286E+04   -0.172116069839891134E+04    0.137758900299378809E+03    0.111286899260898044E+05
    0.202691457046732007E-84    0.296806692196055064E+04    0.120779517652885460E+01    0.888891167097638544E+02    0.387352925079349788E+02    0.763271089026685168E+01   -0.102610711409502674E+05   -0.575442748216160271E+04   -0.183268264632863679E+04    0.146852894616690946E+03    0.118654547376111950E+05
    0.611301805932168089E-84    0.296578768162010738E+04    0.140879345562465197E+01    0.887274306568855167E+02    0.380426214530057010E+02    0.597757369577196940E+01   -0.101655532267012368E+05   -0.571098379363644563E+04   -0.181522764694178295E+04    0.144833273410856293E+03    0.117720751205088527E+05
    0.958299714627813010E-84    0.296481711346411748E+04    0.131795170565851061E+01    0.897515651108818417E+02    0.388712479754535067E+02    0.548759999524066622E+01   -0.963636862064275010E+04   -0.546616858574994330E+04   -0.173383904165844888E+04    0.137043347706084830E+03    0.112505755531471677E+05
    0.129868472445546365E-83    0.296413779149807669E+04    0.155012689896929734E+01    0.896797640643679728E+02    0.398694477535404488E+02    0.555331995529596867E+01   -0.966562381554857711E+04   -0.547304222944022786E+04   -0.174265175489100238E+04    0.139746493442512730E+03    0.112773376552666559E+05
    0.178136335213303157E-83    0.296343430893182449E+04    0.106261471181336442E+01    0.886715022846216243E+02    0.370649054302932797E+02    0.867065614946681329E+01   -0.101942824205631350E+05   -0.572762025587700009E+04   -0.181940757673976827E+04    0.144428318286839612E+03    0.118009434305728173E+05
    0.339720699617055032E-83    0.296207173111435714E+04    0.117853341548512502E+01    0.897759671064804365E+02    0.398080530060156548E+02    0.920502541433164900E+01   -0.998092399509340066E+04   -0.562552461721407599E+04   -0.178875654644617589E+04    0.142410094498592343E+03    0.115897150163687838E+05
    0.950785061164324003E-83    0.295994197411252753E+04    0.140982007673132759E+01    0.894269868359731532E+02    0.382783526157584788E+02    0.679388239559793305E+01   -0.100533116148419122E+05   -0.565756165369066821E+04   -0.179884100080799863E+04    0.143710794070859350E+03    0.116609338163407556E+05
    0.554384831672636847E-81    0.295173906304092270E+04    0.125171513827179570E+01    0.893626014355621408E+02    0.390221064890356502E+02    0.665958816733267334E+01   -0.978375145687383156E+04   -0.553307635453079729E+04   -0.175887880840539356E+04    0.139857192475542917E+03    0.113951367584670788E+05
    0.172886192208118020E-80    0.294939291539968781E+04    0.161509912705437575E+01    0.893446216488168403E+02    0.396897194200838186E+02    0.628766133135296279E+01   -0.951946370185914930E+04   -0.540000345426877266E+04   -0.172463318422736756E+04    0.139602269753438236E+03    0.111313969787830447E+05
    0.717204698436170500E-80    0.294647603130170091E+04    0.142157848989578728E+01    0.892514492287350691E+02    0.393673800837593433E+02    0.613196176900053835E+01   -0.101170153147234141E+05   -0.568813072398840359E+04   -0.180837895196170507E+04    0.144267375110259195E+03    0.117241288485587247E+05
    0.941507077593005633E-80    0.294586036158500110E+04    0.148154676317499945E+01    0.895918594987716261E+02    0.392787959650487579E+02    0.600962759429063276E+01   -0.995561794115217162E+04   -0.560832915713769034E+04   -0.178743011168908743E+04    0.143772002693601280E+03    0.115632701178877560E+05
    0.192619807125424241E-79    0.294435728988881783E+04    0.142799375603220957E+01    0.894045599183286583E+02    0.392188025614648765E+02    0.691864534774156592E+01   -0.994865465777936333E+04   -0.560628408871871125E+04   -0.178540901531037434E+04    0.143240474749443308E+03    0.115568076356265319E+05
    0.361594955511636783E-79    0.294302624863110032E+04    0.143378210568792652E+01    0.888048967272457475E+02    0.389362809789696200E+02    0.622347693625332798E+01   -0.100870571470382383E+05   -0.566911438577058743E+04   -0.180820293527531294E+04    0.145803001207341197E+03    0.116926693689373478E+05
    0.522763074261579633E-78    0.293761244253251516E+04    0.135955585515525113E+01    0.884034730207418846E+02    0.377958737505359750E+02    0.614254843300022468E+01   -0.101105425103869802E+05   -0.568209260905287738E+04   -0.181065423166388473E+04    0.145447380928718161E+03    0.117164440765509935E+05
    0.539109229511154981E-76    0.292826909388112517E+04    0.148042108635065173E+01    0.896630350573303474E+02    0.397288890131087555E+02    0.645890835626638804E+01   -0.951262574446044528E+04   -0.540284245549552361E+04   -0.171896140260196898E+04    0.137342927760398680E+03    0.111266734472454355E+05
    0.122047564896597204E-75    0.292656350983886659E+04    0.133813881572836690E+01    0.889798104180516276E+02    0.380042677115160927E+02    0.635229535652199573E+01   -0.996926956067385254E+04   -0.561763608679852314E+04   -0.178762419025144845E+04    0.142974428336730142E+03    0.115775920646074846E+05
    0.326506177065897511E-75    0.292452400522219295E+04    0.119064749674262660E+01    0.894469525254999667E+02    0.379855047496268909E+02    0.769656310783001274E+01   -0.955279341265168296E+04   -0.542553618973054199E+04   -0.172338621100457931E+04    0.136695362260529663E+03    0.111672706239352847E+05
    0.628966635691511524E-74    0.291853614777617167E+04    0.139089793647265969E+01    0.894464436662086229E+02    0.395796226424692961E+02    0.605462539546270762E+01   -0.101863292901648583E+05   -0.571881453608063293E+04   -0.182000808204031068E+04    0.145859082497507217E+03    0.117918117080402426E+05
    0.229454579605591647E-73    0.291587629524311342E+04    0.151642155318794547E+01    0.889777945608165624E+02    0.387817142949584692E+02    0.557254579435192987E+01   -0.100294166880559915E+05   -0.564417195171503590E+04   -0.179679391845458485E+04    0.144161045305995913E+03    0.116366885139587685E+05
    0.114361284550510271E-71    0.290798721129929208E+04    0.128834784555180892E+01    0.899285809448578277E+02    0.395689490454032509E+02    0.814433322433368367E+01   -0.962858324760542746E+04   -0.545933266112043748E+04   -0.173596625811103058E+04    0.138220498462333154E+03    0.112416304586344577E+05
    0.407520187606811711E-71    0.290537432698449084E+04    0.116264197708025674E+01    0.897638865566842838E+02    0.392825982854922628E+02    0.879567020620625506E+01   -0.999149677763163891E+04   -0.563005219253817540E+04   -0.179049112467442183E+04    0.142711504171072477E+03    0.115999510800962344E+05
    0.616055200896749992E-71    0.290447640621352093E+04    0.133752558062916016E+01    0.898644170326248286E+02    0.398540453495772127E+02    0.718747171518599881E+01   -0.100843614589751451E+05   -0.566987479687779523E+04   -0.180653677094432351E+04    0.145111552944062197E+03    0.116905723541777388E+05
    0.667736316008298830E-71    0.290424386406663371E+04    0.136635801403244939E+01    0.889379823829190741E+02    0.382344935348601993E+02    0.586655584770495597E+01   -0.103765022210268799E+05   -0.580998815721304891E+04   -0.184678575838073448E+04    0.147487554911335820E+03    0.119803284119162217E+05
    0.149995768284697677E-70    0.290255383786287757E+04    0.142192915791469199E+01    0.892237144877844202E+02    0.384673634626032310E+02    0.593642142975256792E+01   -0.991948737146020721E+04   -0.559244667428943831E+04   -0.178126065098151776E+04    0.142991961068376412E+03    0.115278507968443191E+05
    0.237440664670755595E-70    0.290156378793738304E+04    0.119621811458588589E+01    0.896348897028259017E+02    0.397450188356954612E+02    0.864299329617577783E+01   -0.101860911291966986E+05   -0.572156213079525241E+04   -0.181913069494224783E+04    0.145003878837451055E+03    0.117922870150278250E+05
    0.391805568935055091E-70    0.290049066344629000E+04    0.162135789525679974E+01    0.898366657813740659E+02    0.398135814524912348E+02    0.524676536724837561E+01   -0.105453770398579018E+05   -0.588516591017241444E+04   -0.187355993531342597E+04    0.150826014448762919E+03    0.121460559142635902E+05
    0.224167361780279660E-69    0.289693081027976632E+04    0.134517515990980829E+01    0.899357679461298858E+02    0.396518848862460160E+02    0.846062478028763998E+01   -0.981316023218765986E+04   -0.554160185067155635E+04   -0.176655899566034009E+04    0.142098444081991403E+03    0.114223737988496068E+05
